history_id,station_name,province,lon,lat,elev (m),annual_pr (mm)
8769,VANCOUVER INT'L A,BC,-123.182,49.195,4,1169
8774,EDMONTON INT'L A,AB,-113.583,53.3167,723,455
8775,CALGARY INT'L A,AB,-114.02,51.1139,1084,415
8783,QU'APPELLE 1,SK,-103.983,50.5667,663,456
8784,REGINA INT'L A,SK,-104.667,50.4333,578,379
8785,SASKATOON DIEFENBAKER INT'L A,SK,-106.717,52.1667,504,353
8786,WINNIPEG RICHARDSON INT'L A,MB,-97.2333,49.9167,239,519
8789,OTTAWA MACDONALD-CARTIER INT'L A,ON,-75.6692,45.3225,114,924
8792,LONDON INT'L AIRPORT,ON,-81.1511,43.0331,278,961
8795,TORONTO LESTER B. PEARSON INT'L A,ON,-79.6306,43.6772,173,788
8799,L'ASSOMPTION,QC,-73.4347,45.8094,21,1024
8807,MONTREAL/MIRABEL INT'L A,QC,-74.0333,45.6667,83,1063
8816,VAL-D'OR A,QC,-77.7867,48.0564,337,919
8821,HALIFAX STANFIELD INT'L A,NS,-63.5,44.88,145,1436
8825,ST MARGARET'S BAY,NS,-63.9,44.7,17,1378
8826,O'LEARY,PE,-64.2617,46.7003,38,1115
8829,BAY D'ESPOIR GEN STN,NL,-55.8,47.9833,23,1525
8832,GANDER INT'L A,NL,-54.5769,48.9464,151,1233
8842,ST JOHN'S A,NL,-52.7428,47.6222,141,1510
8844,ST JOHN'S WEST CDA,NL,-52.7833,47.5167,114,1579
8847,WOODDALE BISHOP'S FALLS,NL,-55.55,49.0333,46,1101
12341,FREDERICTON CDA,NB,-66.6167,45.9167,40,1097
