history_id,station_name,province,lon,lat,elevation (m),Tmean,Tmin (degC),Tmax (degC),HDD (degC-day)
7497,BARRAUTE,QC,-77.65,48.3667,305,1,-31,24,6171
7504,CHAPAIS 2,QC,-74.85,49.7833,396,0,-30,22,6602
7508,CHIBOUGAMAU CHAPAIS A,QC,-74.5333,49.7667,387,0,-31,22,6592
7524,JOUTEL,QC,-78.3,49.4667,290,0,-33,24,6658
7530,LA GRANDE RIVIERE A,QC,-77.7,53.6333,195,-2,-33,23,7425
7540,LEBEL SUR QUEVILLON,QC,-76.9667,49.05,305,1,-31,23,6271
7571,VAL ST GILLES,QC,-79.1333,48.9833,290,0,-32,22,6610
7583,LAC BERRY,QC,-78.2833,48.8,305,1,-33,25,6321
7592,LOUVICOURT,QC,-77.3833,48.0667,320,1,-31,24,6130
7596,INUKJUAK UA,QC,-78.0833,58.4667,24,-7,-36,14,9046
7601,KUUJJUARAPIK A,QC,-77.75,55.2833,12,-4,-34,21,7810
7627,KUUJJUAQ A,QC,-68.4167,58.1,40,-5,-36,19,8306
7638,SCHEFFERVILLE A,QC,-66.8167,54.8,522,-5,-36,21,8336
7645,ACADIA FOREST EXP ST,NB,-66.3633,45.9903,54,5,-23,25,4793
7647,ALMA,NB,-64.95,45.6,43,6,-19,21,4496
7648,AROOSTOOK,NB,-67.7156,46.7122,80,5,-25,24,5064
7652,BAS CARAQUET,NB,-64.8333,47.8022,5,5,-20,24,4800
7653,BAS CARAQUET,NB,-64.8667,47.8,11,4,-20,24,5034
7655,BATHURST,NB,-65.65,47.6167,5,4,-23,26,5051
7656,BATHURST A,NB,-65.7483,47.6292,59,5,-22,26,4909
7659,BEECHWOOD,NB,-67.6667,46.5333,91,5,-25,25,4979
7663,BERTRAND,NB,-65.0667,47.75,23,5,-21,26,4830
7666,BON ACCORD,NB,-67.5845,46.6508,450,4,-25,24,5343
7669,BUCTOUCHE,NB,-64.7167,46.5167,11,5,-21,26,4806
7670,BUCTOUCHE CDA,NB,-64.7667,46.4333,36,6,-21,26,4711
7671,BUCTOUCHE CDA CS,NB,-64.7681,46.4303,36,6,-21,25,4599
7681,CHARLO A,NB,-66.3333,47.9833,40,3,-23,23,5307
7686,MIRAMICHI A,NB,-65.4678,47.0095,33,5,-22,26,4930
7693,COLESON COVE,NB,-66.2,45.15,31,6,-19,21,4452
7698,DOAKTOWN,NB,-66.1403,46.5525,57,5,-23,26,4890
7707,FREDERICTON A,NB,-66.5279,45.8721,21,6,-21,24,4677
7712,FUNDY PARK (ALMA) CS,NB,-64.95,45.6,43,7,-19,21,4196
7715,GAGETOWN 2,NB,-66.15,45.7833,34,6,-21,25,4428
7726,HARCOURT,NB,-65.2667,46.5,40,5,-23,25,4934
7731,HAUT SHIPPAGAN,NB,-64.7667,47.75,6,5,-20,24,4920
7737,HOYT BLISSVILLE,NB,-66.5667,45.6,15,6,-22,25,4572
7738,JUNIPER,NB,-67.1667,46.55,259,4,-25,24,5244
7739,KEDGWICK,NB,-67.35,47.65,274,2,-28,24,5878
7746,KOUCHIBOUGUAC CS,NB,-65.0167,46.7833,21,6,-19,26,4605
7753,MACTAQUAC PROV PARK,NB,-66.8986,45.9544,110,6,-22,25,4825
7756,MAPLETON,NB,-67.2333,46.1833,168,4,-24,24,5099
7760,MCGRAW BROOK,NB,-66.1167,46.8167,53,4,-25,26,5164
7765,MONCTON,NB,-64.7903,46.1014,12,6,-21,26,4546
7766,MONCTON A,NB,-64.6838,46.1053,71,5,-21,24,4690
7769,MOUNT CARLETON,NB,-66.9333,47.4167,265,3,-27,25,5574
7773,NAUWIGEWAUK,NB,-65.9,45.4667,66,6,-20,23,4495
7774,NEPISIGUIT FALLS,NB,-65.7833,47.4,106,4,-23,24,5141
7776,NICTAU,NB,-67.15,47.2333,170,3,-26,24,5491
7779,OROMOCTO,NB,-66.4667,45.8333,46,6,-23,25,4639
7780,PARKINDALE,NB,-65.0667,45.8667,153,6,-21,26,4605
7781,PENNFIELD,NB,-66.7333,45.1,23,5,-19,21,4690
7792,POINT LEPREAU CS,NB,-66.4492,45.0731,6,6,-18,20,4287
7796,REXTON,NB,-64.8667,46.6667,5,6,-21,26,4700
7802,ROYAL ROAD,NB,-66.7167,46.05,116,4,-23,23,5035
7805,SACKVILLE,NB,-64.3833,45.85,46,5,-20,21,4589
7814,SAINT JOHN A,NB,-65.8856,45.3181,109,5,-20,22,4660
7821,ST LEONARD A,NB,-67.8319,47.1578,242,4,-25,25,5218
7834,SUSSEX,NB,-65.5333,45.7167,21,6,-21,24,4443
7842,TURTLE CREEK,NB,-64.9,46,46,6,-22,25,4677
7846,UPSALQUITCH LAKE,NB,-66.4153,47.4556,625,2,-26,22,5819
7852,WOLFE LAKE CS,NB,-65.15,45.6667,305,5,-22,24,4768
7853,WOODSTOCK,NB,-67.5536,46.1703,153,5,-24,25,4801
7860,COLES ISLAND,NB,-65.8167,45.9167,15,6,-21,23,4564
7862,SEAL COVE,NB,-66.8333,44.65,20,6,-16,19,4453
7880,BADDECK,NS,-60.75,46.1,8,6,-17,23,4379
7900,BRIDGEWATER,NS,-64.55,44.4,27,7,-16,25,4126
7913,CHARLESVILLE,NS,-65.7833,43.5833,3,7,-11,19,3999
7917,CHETICAMP,NS,-60.95,46.65,11,6,-17,25,4368
7921,CLARENCE,NS,-65.1667,44.9167,52,6,-17,24,4285
7926,COLLEGEVILLE,NS,-62.0167,45.4833,76,6,-18,25,4521
7930,DAYTON,NS,-66.1,43.8667,9,7,-13,22,3965
7931,DEBERT,NS,-63.4167,45.4167,38,6,-19,24,4443
7934,DEMING,NS,-61.1778,45.2164,16,6,-15,21,4362
7945,FARMINGTON,NS,-64.6667,44.6333,152,7,-17,25,4181
7953,GREENWOOD A,NS,-64.9167,44.9833,28,7,-16,25,4049
7957,HALIFAX CITADEL,NS,-63.5833,44.65,70,7,-16,23,3919
7972,INGONISH BEACH,NS,-60.4,46.65,8,6,-16,26,4482
7973,INGONISH BEACH RCS,NS,-60.4064,46.6628,10,7,-14,24,4140
7976,JACKSON,NS,-63.8333,45.5833,91,6,-21,24,4606
7978,KEJIMKUJIK PARK,NS,-65.2,44.4333,127,7,-18,24,4356
7979,KEJIMKUJIK 1,NS,-65.2031,44.4031,125,8,-16,23,3943
7982,KENTVILLE CDA,NS,-64.4833,45.0667,49,7,-18,25,4131
7993,LIVERPOOL BIG FALLS,NS,-64.9333,44.1333,50,8,-16,25,3942
7994,LIVERPOOL MILTON,NS,-64.7667,44.0833,29,8,-16,25,4007
7998,LOUISBOURG,NS,-60,45.9,46,6,-14,22,4519
8000,LOWER MEAGHERS GRANT,NS,-63.2333,44.9167,41,6,-18,23,4345
8011,MALAY FALLS,NS,-62.4833,44.9833,40,6,-19,23,4561
8023,MIDDLEBORO,NS,-63.5667,45.7667,31,6,-20,26,4456
8025,MIDDLE MUSQUODOBOIT,NS,-63.1,45.0667,48,7,-18,24,4341
8029,MILL VILLAGE,NS,-64.6667,44.1833,15,7,-17,25,4150
8031,MOUNT UNIACKE,NS,-63.8333,44.9,159,6,-17,24,4469
8032,NAPPAN CDA,NS,-64.25,45.7667,20,6,-20,24,4471
8052,PARRSBORO,NS,-64.3333,45.4,24,6,-18,22,4364
8060,POCKWOCK LAKE,NS,-63.8333,44.7667,165,7,-17,23,4275
8062,POINT ACONI,NS,-60.3333,46.3167,12,7,-14,25,4112
8066,PORT HAWKESBURY A,NS,-61.3833,45.65,115,6,-18,24,4602
8072,PUGWASH,NS,-63.6553,45.8433,5,7,-19,26,4274
8080,SABLE ISLAND,NS,-60.0094,43.9322,5,8,-9,21,3773
8088,SALMON HOLE,NS,-64.0333,44.9333,84,7,-18,25,4280
8091,SANDY COVE NRC,NS,-63.5667,44.4667,10,6,-16,21,4392
8095,SHEARWATER A,NS,-63.5,44.6333,44,7,-16,24,4101
8108,SPRINGFIELD,NS,-64.85,44.6667,167,7,-17,25,4210
8119,SUMMERVILLE,NS,-64.1833,45.1167,38,7,-16,24,4172
8122,SYDNEY A,NS,-60.0481,46.1667,62,6,-17,25,4465
8126,TATAMAGOUCHE,NS,-63.2333,45.6833,18,7,-20,25,4389
8133,TRURO,NS,-63.2667,45.3667,40,6,-19,24,4474
8138,UPPER STEWIACKE,NS,-63,45.2167,23,6,-19,24,4416
8140,WATERVILLE CAMBRIDGE,NS,-64.65,45.05,31,7,-17,26,4024
8148,WESTPHAL,NS,-63.5167,44.6833,68,7,-17,24,4225
8150,WEYMOUTH FALLS,NS,-65.95,44.4,11,7,-14,23,3995
8157,WINDSOR MARTOCK,NS,-64.1667,44.9333,38,7,-17,25,4023
8159,WRECK COVE BROOK,NS,-60.45,46.5333,76,6,-17,25,4595
8164,YARMOUTH A,NS,-66.0886,43.8308,43,7,-13,21,3963
8167,ALBANY,PE,-63.5833,46.2667,34,5,-20,22,4757
8168,ALBERTON,PE,-64.0167,46.85,3,6,-19,24,4670
8170,ALLISTON,PE,-62.6,46.0667,61,7,-18,24,4157
8173,BANGOR,PE,-62.6833,46.35,37,5,-20,23,4718
8177,CHARLOTTETOWN A,PE,-63.1286,46.2886,49,6,-20,25,4588
8179,CHARLOTTETOWN CDA,PE,-63.1333,46.25,23,6,-20,24,4546
8183,EAST BALTIC,PE,-62.1667,46.4333,61,5,-19,24,4625
8186,ELMWOOD,PE,-63.3333,46.25,67,6,-20,24,4425
8193,MONTICELLO,PE,-62.4667,46.4667,32,6,-19,24,4573
8196,NEW GLASGOW,PE,-63.3503,46.4089,6,6,-20,24,4569
8198,LONG RIVER,PE,-63.55,46.5,18,6,-20,24,4641
8208,STANHOPE,PE,-63.0831,46.4164,3,6,-19,25,4484
8212,SUMMERSIDE A,PE,-63.8317,46.4389,20,6,-20,22,4622
8213,TIGNISH,PE,-64.0667,46.95,23,5,-20,25,4776
8223,ARGENTIA (AUT),NL,-53.9933,47.2939,19,6,-10,20,4230
8224,ARNOLDS COVE,NL,-54,47.75,15,5,-16,18,4836
8229,BAIE VERTE,NL,-56.1833,49.9833,110,2,-21,24,5627
8235,BLACK DUCK,NL,-58.3667,48.5667,35,4,-18,20,4947
8236,BOAT HARBOUR,NL,-54.8428,47.4306,15,5,-15,21,4658
8237,BONAVISTA,NL,-53.1142,48.6672,26,5,-15,21,4929
8239,BOTWOOD,NL,-55.35,49.15,15,4,-20,24,5067
8240,BRANCH,NL,-53.9681,46.8831,12,5,-12,20,4601
8241,BROWNSDALE,NL,-53.1189,48.0336,10,6,-12,23,4321
8242,BUCHANS,NL,-56.8667,48.8167,270,4,-20,23,5247
8245,BUCHANS JUNCTION,NL,-56.4667,48.85,161,3,-24,21,5548
8247,BURGEO,NL,-57.6167,47.6167,11,4,-18,19,5101
8251,BURNT POND,NL,-57.3333,48.1667,299,2,-23,19,5854
8254,BUTLERVILLE,NL,-53.3161,47.5792,16,6,-14,22,4518
8257,CAPPAHAYDEN,NL,-52.95,46.8667,15,5,-15,20,4825
8259,CARMANVILLE,NL,-54.2667,49.4,4,5,-18,23,4938
8263,CHARLESTON,NL,-53.6667,48.3833,13,5,-18,23,4840
8265,CLARENVILLE,NL,-53.9639,48.3633,67,5,-15,22,4757
8267,COLINET,NL,-53.55,47.2167,27,5,-17,19,4780
8270,COME BY CHANCE,NL,-54,47.8,34,5,-17,19,4877
8271,COMFORT COVE,NL,-54.8833,49.2667,99,3,-21,23,5431
8274,CORMACK,NL,-57.4,49.3167,154,3,-20,22,5371
8276,CORNER BROOK,NL,-57.9167,48.9333,152,5,-15,22,4732
8277,CORNER BROOK,NL,-57.95,48.95,5,5,-17,23,4666
8279,COW HEAD,NL,-57.7889,49.9117,15,4,-18,19,5137
8280,DANIELS HARBOUR,NL,-57.5811,50.2364,19,3,-19,19,5428
8282,DEER LAKE,NL,-57.4333,49.1667,11,5,-20,22,5066
8283,DEER LAKE A,NL,-57.4,49.2167,22,4,-21,23,5209
8293,EXPLOITS DAM,NL,-56.6,48.7667,154,3,-21,22,5335
8296,FLOWERS COVE,NL,-56.6833,51.3333,9,2,-21,17,6217
8298,FOGO,NL,-54.3,49.7167,12,4,-16,21,5102
8302,GALLANTS,NL,-58.2333,48.7,143,4,-19,21,5248
8304,GAMBO,NL,-54.2144,48.7825,17,5,-17,21,4831
8309,GARNISH,NL,-55.3608,47.2297,11,5,-12,19,4586
8311,GLENWOOD,NL,-54.85,48.9833,97,5,-18,23,4958
8313,GOOBIES,NL,-53.9653,47.9492,72,5,-18,21,5077
8315,DOYLES,NL,-59.25,47.85,13,5,-16,22,4708
8317,GRAND FALLS,NL,-55.6667,48.9333,60,4,-19,24,5064
8324,HARBOUR BRETON,NL,-55.8333,47.4667,30,5,-14,19,4644
8325,HARBOUR DEEP,NL,-56.5167,50.3667,11,3,-21,22,5777
8327,HARBOUR GRACE,NL,-53.2,47.6833,7,5,-15,22,4609
8332,HOLYROOD,NL,-53.1233,47.3819,134,6,-12,23,4442
8333,HOLYROOD GEN STN,NL,-53.1,47.45,6,6,-12,23,4305
8337,INDIAN BAY B.B.,NL,-53.8756,49.0389,1,5,-17,22,4953
8338,ISLE AUX MORTS,NL,-58.9667,47.5833,5,5,-15,19,4907
8343,LAMALINE,NL,-55.1333,46.8667,3,5,-12,17,4928
8344,LA SCIE,NL,-55.6667,49.9167,194,3,-19,22,5518
8345,LETHBRIDGE,NL,-53.9017,48.35,15,5,-18,22,4716
8346,LOCKLEVEN,NL,-58.8667,48.1667,46,4,-17,21,4912
8353,MIDDLE ARM,NL,-56.0833,49.6833,48,4,-18,24,5180
8357,MUSGRAVE HARBOUR,NL,-53.9833,49.45,3,5,-17,23,5045
8360,NORTH HARBOUR,NL,-53.6667,47.1333,11,6,-14,20,4601
8366,PLUM POINT,NL,-56.8833,51.0667,6,3,-22,20,5627
8367,POINT LEAMINGTON,NL,-55.4,49.3333,8,5,-19,24,5001
8370,POOLS COVE FORTUNE BAY,NL,-55.5833,47.7,150,4,-18,19,5130
8371,PORT AUX BASQUES,NL,-59.1547,47.5739,40,5,-14,19,4948
8378,PORT BLANDFORD,NL,-54.1703,48.3494,40,5,-18,22,4804
8379,PORT SAUNDERS,NL,-57.2,50.65,91,2,-23,19,5875
8381,"PORTUGAL COVE, CONCEPTION BAY",NL,-52.8333,47.6167,137,5,-16,22,4779
8385,RED HARBOUR PB,NL,-55.01,47.2992,24,5,-14,20,4680
8386,RATTLING BRK NORRIS ARM,NL,-55.3,49.0667,9,5,-20,25,5029
8387,ROCKY HARBOUR,NL,-57.8833,49.5667,68,3,-22,21,5368
8388,ROCKY HARBOUR CS,NL,-57.8778,49.57,68,5,-18,24,4841
8390,ROUND HARBOUR,NL,-55.6667,49.85,15,3,-19,21,5391
8405,ST SHOTTS,NL,-53.5833,46.6333,46,4,-13,17,4932
8414,SIGNAL HILL,NL,-52.6833,47.5667,96,5,-14,21,4683
8416,SOPS ARM WHITE BAY,NL,-56.8833,49.7667,17,4,-19,23,5202
8418,SOUTH BROOK PASADENA,NL,-57.6167,49.0167,38,5,-19,23,5015
8420,SPRINGDALE GB FARM,NL,-56.1667,49.45,43,3,-20,23,5510
8423,STEPHENVILLE A,NL,-58.55,48.5333,25,5,-16,22,4720
8428,SWIFT CURRENT,NL,-54.2131,47.8853,18,5,-16,22,4704
8430,TERRA NOVA NAT PARK CS,NL,-53.9744,48.5569,107,6,-14,22,4733
8431,TERRA NOVA NAT PARK HQ,NL,-53.9833,48.55,84,4,-20,24,5024
8436,TOMPKINS,NL,-59.2333,47.7833,10,5,-17,22,4767
8444,TWILLINGATE (AUT),NL,-54.8,49.6833,92,4,-14,21,4847
8446,VICTORIA,NL,-53.2178,47.7683,43,5,-16,22,4713
8450,WHITBOURNE,NL,-53.5375,47.4167,58,5,-15,21,4579
8453,WINTERLAND,NL,-55.3,47.1667,52,5,-13,21,4490
8455,WOODY POINT,NL,-57.9167,49.5,23,4,-20,22,5131
8459,LOURDES,NL,-58.9833,48.65,12,4,-16,21,4858
8464,MAIN BROOK,NL,-56.0167,51.1833,14,2,-24,22,5824
8479,CARTWRIGHT,NL,-57.035,53.7083,14,0,-26,22,6500
8484,CHURCHILL FALLS A,NL,-64.1,53.55,440,-4,-34,22,7975
8486,GOOSE A,NL,-60.4167,53.3167,49,0,-28,24,6559
8498,NAIN A,NL,-61.6833,56.55,6,-2,-28,20,7302
8505,MAKKOVIK A,NL,-59.1886,55.0822,70,-1,-29,22,7121
8518,WABUSH LAKE A,NL,-66.8742,52.9272,551,-3,-34,21,7572
8766,SALTSPRING ST MARY'S L,BC,-123.546,48.8881,46,11,-3,24,2756
8767,VICTORIA INT'L A,BC,-123.426,48.6472,20,10,-4,22,2943
8769,VANCOUVER INT'L A,BC,-123.182,49.195,4,10,-6,23,2839
8773,LUTSELK'E CS,NT,-110.69,62.4156,179,-5,-37,22,8225
8774,EDMONTON INT'L A,AB,-113.583,53.3167,723,2,-31,21,5675
8775,CALGARY INT'L A,AB,-114.02,51.1139,1084,4,-28,22,5011
8783,QU'APPELLE 1,SK,-103.983,50.5667,663,3,-31,25,5514
8784,REGINA INT'L A,SK,-104.667,50.4333,578,3,-32,25,5640
8785,SASKATOON DIEFENBAKER INT'L A,SK,-106.717,52.1667,504,2,-33,25,5757
8786,WINNIPEG RICHARDSON INT'L A,MB,-97.2333,49.9167,239,3,-31,25,5669
8789,OTTAWA MACDONALD-CARTIER INT'L A,ON,-75.6692,45.3225,114,7,-23,27,4468
8792,LONDON INT'L AIRPORT,ON,-81.1511,43.0331,278,8,-17,27,3891
8795,TORONTO LESTER B. PEARSON INT'L A,ON,-79.6306,43.6772,173,8,-17,28,3827
8799,L'ASSOMPTION,QC,-73.4347,45.8094,21,6,-25,24,4777
8807,MONTREAL/MIRABEL INT'L A,QC,-74.0333,45.6667,83,5,-25,26,4844
8811,L'ALVERNE,QC,-66.7,48.1333,290,2,-26,23,5928
8816,VAL-D'OR A,QC,-77.7867,48.0564,337,2,-31,24,6077
8821,HALIFAX STANFIELD INT'L A,NS,-63.5,44.88,145,7,-18,24,4255
8825,ST MARGARET'S BAY,NS,-63.9,44.7,17,7,-15,23,4253
8826,O'LEARY,PE,-64.2617,46.7003,38,5,-21,23,4664
8829,BAY D'ESPOIR GEN STN,NL,-55.8,47.9833,23,5,-19,20,4829
8830,BAY D'ESPOIR LONG POND,NL,-55.8167,47.9833,169,4,-20,20,5237
8832,GANDER INT'L A,NL,-54.5769,48.9464,151,4,-18,23,5055
8833,HAWKE'S BAY,NL,-57.1833,50.6,11,3,-23,21,5460
8836,ROBERT'S ARM,NL,-55.8167,49.5,30,4,-21,22,5257
8842,ST JOHN'S A,NL,-52.7428,47.6222,141,5,-14,22,4749
8844,ST JOHN'S WEST CDA,NL,-52.7833,47.5167,114,5,-14,22,4788
8846,SIBLEY'S COVE,NL,-53.1,48.05,12,5,-15,21,4807
8847,WOODDALE BISHOP'S FALLS,NL,-55.55,49.0333,46,4,-20,24,4984
8848,ST MARY'S,NL,-53.5667,46.9167,16,6,-12,19,4538
8849,MCIVER'S,NL,-58.1167,49.0667,50,6,-15,22,4578
12341,FREDERICTON CDA,NB,-66.6167,45.9167,40,6,-22,25,4588
