id,station_name,province,lon,lat,elev,SL50 (kPa)
4531,PORTAGE SOUTHPORT A,MB,-98.2667,49.9,270,2.1
4587,ROBLIN FRIESEN 3 NORTHWEST,MB,-101.4,51.2667,556,1.7
4588,RIVERS PETTAPIECE,MB,-100.179,50.1082,488,3.4
4644,MARQUETTE,MB,-97.8071,50.0134,244,2.3
4648,MIAMI THIESSEN,MB,-98.25,49.45,297,1.6
4651,MORDEN CDA,MB,-98.0833,49.1833,298,2.2
4664,OAKBANK,MB,-96.85,49.9333,246,2.4
4674,PILOT MOUND (AUT),MB,-98.9049,49.191,470,2.1
4787,GIMLI,MB,-97.0167,50.6333,223,1.5
4802,HODGSON 2,MB,-97.4651,51.1861,232,4.5
4843,DAUPHIN A,MB,-100.05,51.1,304,1.5
4859,GILBERT PLAINS,MB,-100.467,51.1,404,2.2
4939,FLIN FLON A,MB,-101.683,54.6833,304,1.9
4947,THE PAS A,MB,-101.1,53.9667,270,2.6
4957,CHURCHILL A,MB,-94.0664,58.7392,29,2.6
4970,GILLAM A,MB,-94.7106,56.3575,145,3
4976,ISLAND LAKE A,MB,-94.65,53.85,236,2.6
4988,LYNN LAKE A,MB,-101.076,56.8639,357,2.6
5018,THOMPSON A,MB,-97.8625,55.8033,224,2.4
5029,NORWAY HOUSE A,MB,-97.85,53.95,224,2.6
5034,BIG TROUT LAKE,ON,-89.8667,53.8333,224,4.2
5044,LANSDOWNE HOUSE,ON,-87.8833,52.2333,254,4.1
5053,PICKLE LAKE A,ON,-90.2142,51.4464,386,1.8
5060,RED LAKE A,ON,-93.7931,51.0669,386,3.3
5069,ATIKOKAN,ON,-91.6167,48.75,395,2.9
5099,DRYDEN A,ON,-92.75,49.8333,413,1.9
5110,KENORA A,ON,-94.3653,49.7903,410,3.9
5123,SIOUX LOOKOUT A,ON,-91.9,50.1167,383,3.4
5138,ARMSTRONG (AUT),ON,-88.9053,50.2936,322,4.8
5157,GERALDTON A,ON,-86.9306,49.7828,348,2.9
5224,THUNDER BAY A,ON,-89.3272,48.3694,199,3.5
5239,WHITEFISH LAKE,ON,-89.9167,48.2833,399,3.8
5283,SAULT STE MARIE A,ON,-84.5094,46.4833,192,4.3
5295,WHITE RIVER,ON,-85.2833,48.6,379,3.1
5296,WAWA A,ON,-84.7833,47.9667,287,5.2
5304,CHAPLEAU A,ON,-83.3467,47.82,448,3.1
5329,SUDBURY A,ON,-80.7978,46.6256,348,3.7
5346,EARLTON A,ON,-79.85,47.7,243,5.2
5358,KAPUSKASING CDA,ON,-82.4333,49.4,218,3
5359,KAPUSKASING A,ON,-82.4675,49.4139,226,3.8
5375,MOOSONEE UA,ON,-80.65,51.2667,10,3.5
5393,TIMMINS VICTOR POWER A,ON,-81.3767,48.5697,295,4.3
5408,DWIGHT,ON,-78.9,45.3833,404,4.1
5418,NORTH BAY A,ON,-79.4228,46.3636,370,3.8
5431,GORE BAY A,ON,-82.5667,45.8833,194,3.7
5515,HARTINGTON IHD,ON,-76.6903,44.4281,160,2.4
5524,KINGSTON A,ON,-76.5967,44.2186,92,2.1
5570,OTTAWA CDA,ON,-75.7167,45.3833,79,2
5595,PETAWAWA A,ON,-77.3167,45.95,130,3.2
5646,ALLISTON NELSON,ON,-79.8722,44.1514,221,1.8
5690,COOKSTOWN,ON,-79.6947,44.2067,244,1.6
5694,DUNCHURCH,ON,-79.8833,45.6167,268,3.4
5735,MUSKOKA A,ON,-79.3,44.9667,282,3.9
5759,POWASSAN,ON,-79.25,46.1167,274,3.1
5761,PRICEVILLE,ON,-80.6378,44.2036,472,2.9
5773,SHANTY BAY,ON,-79.6328,44.3995,250,3.4
5808,WIARTON A,ON,-81.1072,44.7458,222,3.8
5880,SARNIA AIRPORT,ON,-82.3047,42.9922,181,1.5
5921,DELHI CDA,ON,-80.55,42.8667,232,1.6
5996,ST CATHARINES A,ON,-79.1667,43.2,98,0.9
6006,SIMCOE,ON,-80.2667,42.85,240,1.7
6032,WATERFORD,ON,-80.2333,42.8833,222,1.2
6037,WINDSOR RIVERSIDE,ON,-82.9333,42.3333,188,1.2
6038,WINDSOR A,ON,-82.9556,42.2756,190,0.9
6077,DORCHESTER,ON,-81.0328,43.002,271,1.5
6137,MOUNT FOREST,ON,-80.75,43.9833,414,2.1
6169,WATERLOO WELLINGTON A,ON,-80.3833,43.45,317,1.8
6192,BELLEVILLE,ON,-77.3947,44.1506,76,1.8
6273,HAMILTON A,ON,-79.9342,43.1717,238,1.9
6278,HAMILTON RBG,ON,-79.8833,43.2833,102,1.4
6407,RICHMOND HILL,ON,-79.4478,43.8772,240,1.9
6413,SANDHILL,ON,-79.8081,43.8081,270,1.5
6417,SMITHFIELD CDA,ON,-77.6667,44.0833,119,1.2
6436,TORONTO,ON,-79.4,43.6667,112,1.3
6479,TORONTO ISLAND A,ON,-79.395,43.6286,76,1
6520,TRENTON A,ON,-77.5333,44.1167,86,1.4
6551,TORONTO BUTTONVILLE A,ON,-79.37,43.8622,198,1.5
6558,TORONTO NORTH YORK,ON,-79.4678,43.78,187,1.6
6577,HALIBURTON 3,ON,-78.5311,45.0322,330,2.7
6596,PETERBOROUGH A,ON,-78.3667,44.2333,191,2.4
6634,DESCHAMBAULT,QC,-71.9167,46.6667,15,4.3
6667,QUEBEC/JEAN LESAGE INTL A,QC,-71.3833,46.8,74,5.6
6669,RIGAUD,QC,-74.3667,45.5,46,2.5
6674,ST ALBAN,QC,-72.0833,46.7167,76,4.9
6675,ST ALEXIS DES MONTS,QC,-73.15,46.5333,183,3.6
6676,STE ANNE DE LA PERADE,QC,-72.2333,46.5833,16,3.5
6677,ST AUGUSTIN,QC,-71.5,46.7333,58,6.5
6678,STE BEATRIX,QC,-73.6,46.2,198,4.3
6681,ST CHARLES DE MANDEVILLE,QC,-73.35,46.35,168,4.1
6685,ST COME,QC,-73.75,46.2833,244,4.2
6699,ST NARCISSE,QC,-72.4333,46.5333,46,4.4
6703,STE THERESE OUEST,QC,-73.8833,45.65,61,2.3
6726,TROIS RIVIERES AQUEDUC,QC,-72.6167,46.3833,55,3.3
6729,LAC AUX SABLES,QC,-72.4,46.8667,160,4.6
6744,BEAUSEJOUR,QC,-71.1667,46.6667,107,4.5
6750,BONSECOURS,QC,-72.2667,45.4,297,3.7
6753,BROME,QC,-72.5667,45.1833,206,2.8
6755,BROMPTONVILLE,QC,-71.95,45.4833,130,2.2
6765,COATICOOK,QC,-71.8,45.15,259,2.8
6774,DRUMMONDVILLE,QC,-72.4833,45.8833,82,2.7
6786,FLEURY,QC,-73,45.8,30,2.6
6787,FORTIERVILLE,QC,-72.05,46.4833,53,4.1
6794,GEORGEVILLE,QC,-72.2333,45.1333,267,3.4
6795,GRANBY,QC,-72.7167,45.3833,175,2.4
6800,HEMMINGFORD FOUR WINDS,QC,-73.7167,45.0667,61,3.5
6802,HUNTINGDON,QC,-74.1667,45.05,49,1.9
6804,IBERVILLE,QC,-73.25,45.3333,30,2
6823,LAUZON,QC,-71.1,46.8167,69,7.1
6826,LENNOXVILLE,QC,-71.8236,45.3689,181,2.8
6827,LINGWICK,QC,-71.3667,45.6333,267,3.7
6829,MAGOG,QC,-72.1167,45.2667,274,2.3
6839,MILAN,QC,-71.1167,45.5833,482,4.2
6845,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,QC,-73.75,45.4667,36,2.5
6852,MONTREAL MCGILL,QC,-73.5833,45.5,57,3.8
6856,NICOLET,QC,-72.6167,46.2,30,3.3
6859,NOTRE DAME DES BOIS,QC,-71.0833,45.4,503,3.4
6860,ORMSTOWN,QC,-74.05,45.1167,46,1.6
6863,PIERREVILLE,QC,-72.8333,46.0833,15,2.2
6875,SABREVOIS,QC,-73.2,45.2167,38,2.5
6880,ST ANICET,QC,-74.35,45.1333,53,3.9
6884,ST BERNARD DE LACOLLE,QC,-73.3833,45.0833,49,2.3
6889,STE CLOTHILDE CDA,QC,-73.6833,45.1667,56,1.7
6892,ST COME DE LINIERE,QC,-70.5167,46.05,244,3.1
6899,ST FERDINAND,QC,-71.5833,46.1,297,3.3
6905,STE GENEVIEVE,QC,-73.85,45.5,23,2.5
6906,ST GEORGES,QC,-70.7,46.15,168,2.5
6911,MONTREAL/ST-HUBERT A,QC,-73.4167,45.5167,27,3
6915,ST HYACINTHE 2,QC,-72.9167,45.5667,33,2.8
6925,ST LUDGER,QC,-70.6833,45.75,335,3
6926,STE MADELEINE,QC,-73.1333,45.6167,30,2.3
6927,ST MALO D AUCKLAND,QC,-71.5,45.2,564,3.9
6935,ST PROSPER,QC,-70.5,46.2167,282,3.4
6940,ST SEBASTIEN,QC,-70.95,45.7667,442,4
6942,ST SEVERIN,QC,-71.05,46.3333,442,5.5
6957,SHERBROOKE A,QC,-71.6833,45.4333,241,3.5
6960,SOREL,QC,-73.1167,46.0333,15,2.8
6966,SUTTON,QC,-72.6833,45.0667,244,2.8
6970,THETFORD MINES,QC,-71.35,46.1,381,5.8
6975,VALLEYFIELD,QC,-74.1,45.2833,46,2.3
6978,VERCHERES,QC,-73.3667,45.7667,21,3
6997,ANGERS,QC,-75.55,45.55,91,3.1
7007,CHARTERIS,QC,-76.4333,45.6833,168,2.8
7023,LACHUTE,QC,-74.3333,45.65,91,2.5
7028,LA MACAZA,QC,-74.7667,46.3667,244,3.4
7033,LUSKVILLE,QC,-76.05,45.5333,69,1.4
7035,MANIWAKI UA,QC,-76.0061,46.3018,189,3.7
7041,MONTEBELLO (SEDBERGH),QC,-74.9333,45.7,197,3.1
7053,STE AGATHE DES MONTS,QC,-74.2833,46.05,395,4.7
7056,STE ANNE DU LAC,QC,-75.3333,46.85,262,4
7059,ST HIPPOLYTE,QC,-74,45.9833,366,4.6
7064,SHEENBORO,QC,-77.25,45.9667,137,2.2
7071,WRIGHT,QC,-76.05,46.0667,142,3.2
7075,BAIE-COMEAU A,QC,-68.2,49.1333,22,6.8
7085,LOURDES DE BLANC SABLON A,QC,-57.1833,51.45,37,5.2
7097,CHATEAU RICHER,QC,-71.0333,46.9667,15,5.8
7108,FORET MONTMORENCY,QC,-71.15,47.3167,640,5.4
7114,GRANDES BERGERONNES,QC,-69.5167,48.25,61,3.3
7149,NATASHQUAN A,QC,-61.8167,50.1833,11,8
7173,STE ROSE DU NORD,QC,-70.5333,48.4,205,6.4
7177,SEPT-ILES A,QC,-66.2667,50.2167,55,8.4
7195,RIVIERE AU TONNERRE,QC,-64.7833,50.2833,15,4.5
7230,CAP DES ROSIERS,QC,-64.2,48.85,15,6.9
7232,CAPLAN,QC,-65.6833,48.1,23,3.2
7248,GASPE A,QC,-64.4781,48.7769,34,5.9
7252,GRINDSTONE ISLAND,QC,-61.8667,47.3833,60,5.7
7261,LAC HUMQUI,QC,-67.5667,48.2833,236,5.8
7264,LA POCATIERE CDA,QC,-70.0333,47.35,30,5.1
7273,MONT-JOLI A,QC,-68.2167,48.6,52,7.4
7286,NOUVELLE,QC,-66.3,48.1,7,4.8
7301,RIMOUSKI,QC,-68.5167,48.45,36,4.6
7313,ST CAMILLE,QC,-70.2167,46.4833,396,4.7
7315,ST CLEMENT,QC,-69.1,47.9167,259,5.7
7322,STE GERMAINE,QC,-70.4667,46.4167,510,5.5
7325,ST JEAN DE CHERBOURG,QC,-67.1167,48.8833,350,9.1
7326,STE LUCIE,QC,-70.0167,46.7333,373,5.8
7337,STE ROSE DU DEGELIS,QC,-68.6333,47.5667,151,5.4
7346,ILES DE LA MADELEINE A,QC,-61.7833,47.4167,11,1.2
7357,BAGOTVILLE A,QC,-71,48.3333,159,4.5
7385,LAC BOUCHETTE,QC,-72.1667,48.2167,358,3.3
7390,LAC STE CROIX,QC,-71.75,48.4167,152,4.7
7401,NORMANDIN CDA,QC,-72.5333,48.85,137,3.2
7410,ROBERVAL A,QC,-72.2667,48.5167,179,5.6
7414,ST AMBROISE,QC,-71.3333,48.5667,122,3.8
7419,ST PRIME,QC,-72.4167,48.6167,122,3.4
7462,BARRAGE TEMISCAMINGUE,QC,-79.1011,46.7097,181,2.8
7473,MONT BRUN,QC,-78.7333,48.4167,305,4.2
7496,AMOS,QC,-78.1333,48.5667,310,4.2
7530,LA GRANDE RIVIERE A,QC,-77.7,53.6333,195,2.7
7550,NITCHEQUON,QC,-70.9,53.2,536,4.2
7583,LAC BERRY,QC,-78.2833,48.8,305,2.9
7596,INUKJUAK UA,QC,-78.0833,58.4667,24,3
7601,KUUJJUARAPIK A,QC,-77.75,55.2833,12,3.3
7627,KUUJJUAQ A,QC,-68.4167,58.1,40,3.7
7638,SCHEFFERVILLE A,QC,-66.8167,54.8,522,4.9
7645,ACADIA FOREST EXP ST,NB,-66.3633,45.9903,54,4
7648,AROOSTOOK,NB,-67.7156,46.7122,80,5
7653,BAS CARAQUET,NB,-64.8667,47.8,11,6.2
7663,BERTRAND,NB,-65.0667,47.75,23,6
7681,CHARLO A,NB,-66.3333,47.9833,40,6.3
7686,MIRAMICHI A,NB,-65.4678,47.0095,33,4.8
7698,DOAKTOWN,NB,-66.1403,46.5525,57,10.3
7707,FREDERICTON A,NB,-66.5279,45.8721,21,3.8
7715,GAGETOWN 2,NB,-66.15,45.7833,34,4.7
7731,HAUT SHIPPAGAN,NB,-64.7667,47.75,6,5.9
7749,LITTLE RIVER MINE,NB,-66.0667,47.2833,341,8.8
7766,MONCTON A,NB,-64.6838,46.1053,71,4.4
7781,PENNFIELD,NB,-66.7333,45.1,23,5.7
7805,SACKVILLE,NB,-64.3833,45.85,46,3.1
7814,SAINT JOHN A,NB,-65.8856,45.3181,109,3.3
7821,ST LEONARD A,NB,-67.8319,47.1578,242,6.7
7853,WOODSTOCK,NB,-67.5536,46.1703,153,5
7880,BADDECK,NS,-60.75,46.1,8,4.2
7900,BRIDGEWATER,NS,-64.55,44.4,27,2.7
7917,CHETICAMP,NS,-60.95,46.65,11,3.8
7926,COLLEGEVILLE,NS,-62.0167,45.4833,76,3.3
7934,DEMING,NS,-61.1778,45.2164,16,2.1
7942,ECUM SECUM,NS,-62.1833,44.9833,15,2.1
7953,GREENWOOD A,NS,-64.9167,44.9833,28,3.1
7972,INGONISH BEACH,NS,-60.4,46.65,8,7.4
7982,KENTVILLE CDA,NS,-64.4833,45.0667,49,3.8
8032,NAPPAN CDA,NS,-64.25,45.7667,20,3.3
8052,PARRSBORO,NS,-64.3333,45.4,24,3.3
8080,SABLE ISLAND,NS,-60.0094,43.9322,5,0.9
8088,SALMON HOLE,NS,-64.0333,44.9333,84,5.3
8095,SHEARWATER A,NS,-63.5,44.6333,44,2.2
8122,SYDNEY A,NS,-60.0481,46.1667,62,3.5
8130,TRAFALGAR,NS,-62.6667,45.2833,152,4.6
8133,TRURO,NS,-63.2667,45.3667,40,2.3
8136,TUSKET,NS,-65.9833,43.8833,9,2.9
8138,UPPER STEWIACKE,NS,-63,45.2167,23,2.1
8140,WATERVILLE CAMBRIDGE,NS,-64.65,45.05,31,3.5
8164,YARMOUTH A,NS,-66.0886,43.8308,43,2.2
8170,ALLISTON,PE,-62.6,46.0667,61,7
8177,CHARLOTTETOWN A,PE,-63.1286,46.2886,49,4.5
8179,CHARLOTTETOWN CDA,PE,-63.1333,46.25,23,3.1
8183,EAST BALTIC,PE,-62.1667,46.4333,61,4.9
8193,MONTICELLO,PE,-62.4667,46.4667,32,4
8198,LONG RIVER,PE,-63.55,46.5,18,4.9
8212,SUMMERSIDE A,PE,-63.8317,46.4389,20,3.9
8236,BOAT HARBOUR,NL,-54.8428,47.4306,15,5
8237,BONAVISTA,NL,-53.1142,48.6672,26,5
8242,BUCHANS,NL,-56.8667,48.8167,270,7.8
8247,BURGEO,NL,-57.6167,47.6167,11,3.2
8252,CAPE BROYLE,NL,-52.9333,47.1,6,5.8
8267,COLINET,NL,-53.55,47.2167,27,3.2
8271,COMFORT COVE,NL,-54.8833,49.2667,99,6
8274,CORMACK,NL,-57.4,49.3167,154,4.9
8277,CORNER BROOK,NL,-57.95,48.95,5,5.4
8279,COW HEAD,NL,-57.7889,49.9117,15,6.2
8280,DANIELS HARBOUR,NL,-57.5811,50.2364,19,5.6
