history_id,station_name,province,lon,lat,elev (m),TJan2.5 (degC),TJan1.0 (degC)
4333,BUFFALO NARROWS (AUT),SK,-108.421,55.8406,440,-36,-39.2
5018,THOMPSON A,MB,-97.8625,55.8033,224,-38.9,-41.1
4358,ISLAND FALLS (AUT),SK,-102.35,55.5333,297,-34.4,-36.7
1643,MACKENZIE A,BC,-123.138,55.3053,690,-31.9,-36.7
3450,SLAVE LAKE A,AB,-114.783,55.3,581,-32.3,-35.614
7601,KUUJJUARAPIK A,QC,-77.75,55.2833,12,-35,-37.1
3584,GRANDE PRAIRIE A,AB,-118.885,55.1797,669,-35.815,-39.4
43684369,LA RONGE RCS COMPOSITE,SK,-105.2685,55.1482,379,-37.4,-39.8
5050,PEAWANUCK (AUT),ON,-85.4333,54.9833,53,-37.3,-39.3
575,SMITHERS A,BC,-127.183,54.8247,522,-26.6,-30
7638,SCHEFFERVILLE A,QC,-66.8167,54.8,522,-36.6,-39.3
3378,LAC LA BICHE CLIMATE,AB,-112.024,54.7689,567,-31.8,-34.7
4937,FLIN FLON,MB,-101.683,54.6833,304,-35,-37.5
522,TERRACE A,BC,-128.577,54.4664,217,-18.4,-20.368
3742,COLD LAKE A,AB,-110.283,54.4167,541,-33.9,-37.3
662,BURNS LAKE DECKER LAKE,BC,-125.959,54.3832,713,-32.1,-36.2
500,PRINCE RUPERT A,BC,-130.445,54.2925,35,-10.9,-13.302
473,HOLLAND ROCK,BC,-130.361,54.1722,6,-3,-5.1
34753476,WHITECOURT COMPOSITE,AB,-115.7855,54.1418,784,-30.9,-33.8
49474950,THE PAS A COMPOSITE,MB,-101.1,53.9667,272,-35.6,-37.8
5029,NORWAY HOUSE A,MB,-97.85,53.95,224,-37.4,-39.4
4399,WASKESIU LAKE,SK,-106.067,53.9167,569,-33.5,-36.1
724,PRINCE GEORGE A,BC,-122.679,53.8908,691,-31.2,-34.7
4976,ISLAND LAKE A,MB,-94.65,53.85,236,-36.5,-38
50345035,BIG TROUT LAKE COMPOSITE,ON,-89.88115,53.82445,223,-37.8,-39.6
7534,LA GRANDE IV A,QC,-73.6792,53.7572,306,-38.9,-41.062
2400,ELK ISLAND NAT PARK,AB,-112.868,53.6828,716,-32.1,-35
2387,EDMONTON NAMAO A,AB,-113.467,53.6667,688,-29.7,-32
7530,LA GRANDE RIVIERE A,QC,-77.7,53.6333,195,-35.3,-36.9
3.32E+11,EDSON A COMPOSITE,AB,-116.467,53.5862,927,-33,-36.405
2.38E+11,EDMONTON CITY CENTRE A COMPOSITE,AB,-113.518,53.57276667,671,-30.8,-32.8
84828484,CHURCHILL FALLS A COMPOSITE,NL,-64.09695,53.5539,440,-35.4,-37.2
2608,EDMONTON STONY PLAIN CS,AB,-114.108,53.5472,766,-28,-30.644
2595,VEGREVILLE,AB,-112.098,53.5053,639,-31.9,-34.488
4392,SPIRITWOOD WEST,SK,-107.55,53.3667,584,-34.4475,-37.8
4434,NIPAWIN,SK,-104,53.3333,372,-35,-37.6
23838774,EDMONTON INTERNATIONAL CS COMPOSITE,AB,-113.5945,53.3117,719,-33.6,-37.026
2468,LLOYDMINSTER A,AB,-110.072,53.3092,668,-32.7,-34.7
432,SANDSPIT A,BC,-131.813,53.2539,6,-3.2775,-5.3
4285,PRINCE ALBERT A,SK,-105.667,53.2167,428,-36.3,-39
4811,GRAND RAPIDS (AUT),MB,-99.2678,53.1864,223,-35.1,-37.3
2585,VIOLET GROVE CS,AB,-115.126,53.1436,914,-27.7,-30.668
2346,CAMROSE,AB,-112.817,53.05,739,-32.2,-35.7
737,QUESNEL A,BC,-122.51,53.0261,545,-29.5,-33
3154,JASPER WARDEN,AB,-118.03,52.9264,1020,-31.6,-35.094
2626,WAINWRIGHT CFB AIRFIELD 21,AB,-111.096,52.8294,686,-32.2,-35.3
4270,MELFORT,SK,-104.6,52.8167,490,-33.6,-35.4
42004202,NORTH BATTLEFORD A COMPOSITE,SK,-108.256,52.7719,548,-35,-37.2
2720,LACOMBE CDA 2,AB,-113.756,52.4489,860,-31.5,-35.4
2520,ROCKY MTN HOUSE (AUT),AB,-114.912,52.4214,988,-31.7,-35.5
4218,SCOTT CDA,SK,-108.835,52.3597,660,-32.1,-34.3
4770,BERENS RIVER CS,MB,-97.022,52.3597,222,-33.5,-35.8
5046,LANSDOWNE HOUSE (AUT),ON,-87.9361,52.1961,253,-37.1,-39.996
759,WILLIAMS LAKE A,BC,-122.054,52.1831,940,-27.9,-31.5
2757,RED DEER A,AB,-113.893,52.1786,905,-31.2,-34.7
8785,SASKATOON DIEFENBAKER INT'L A,SK,-106.717,52.1667,504,-34.4,-36.6
1423,BLUE RIVER CS,BC,-119.29,52.129,683,-28.5,-32.6
4935,SWAN RIVER RCS,MB,-101.233,52.115,335,-32.85,-34.2
2365,CORONATION CLIMATE,AB,-111.449,52.0742,791,-31.4,-34.4
409,CAPE ST JAMES,BC,-131.017,51.9333,92,-1.245,-4
2800,SUNDRE A,AB,-114.683,51.7781,1114,-32.3,-35.722
39853998,WYNYARD (AUT) COMPOSITE,SK,-104.2,51.7667,560,-33.9,-36.1
2612,ESTHER 1,AB,-110.206,51.6697,707,-30.995,-33.7
3973,WATROUS EAST,SK,-105.4,51.6667,526,-33.3,-35.547
4210,ROSETOWN EAST,SK,-107.917,51.5667,586,-33.6,-36
4184,KINDERSLEY A,SK,-109.183,51.5167,694,-32.7,-34.9
4280,OUTLOOK PFRA,SK,-107.05,51.4833,541,-30.4,-32.8
5052,PICKLE LAKE (AUT),ON,-90.2178,51.4492,391,-34.1,-36.3
2693,DRUMHELLER EAST,AB,-112.677,51.4453,678,-32.4,-35.8
3858,LAST MOUNTAIN CS,SK,-105.25,51.4167,497,-32.9,-35.5
8395,ST ANTHONY,NL,-56.1,51.3833,29,-22.2,-24.1
53765378,MOOSONEE RCS COMPOSITE,ON,-80.6128,51.29155,9,-34.1,-35.8
3992,YORKTON A,SK,-102.467,51.2667,498,-34,-36.2
3095,BANFF CS,AB,-115.552,51.1934,1397,-28.4025,-31.981
4542,ROBLIN,MB,-101.363,51.1833,540,-33.4,-35.4
1437,CLINTON (AUT),BC,-121.505,51.1447,1057,-26.1,-28.9
4029,ELBOW CS,SK,-106.583,51.1333,595,-32.7,-34.9
87758776,CALGARY INT'L A COMPOSITE,AB,-114.01,51.11165,1083,-29.6,-31.7
3046,SPRINGBANK A,AB,-114.374,51.1031,1201,-29.9,-32.4
48434844,DAUPHIN A COMPOSITE,MB,-100.0535,51.1002,305,-32.8,-35
3106,BOW VALLEY,AB,-115.067,51.0833,1298,-29.6,-33.2
2887,COP UPPER,AB,-114.222,51.0761,1235,-25.01,-28.7
1577,REVELSTOKE A,BC,-118.183,50.9611,445,-16.3,-20.1
4065,LUCKY LAKE,SK,-107.15,50.95,665,-31.3,-33.4
3253,NAKISKA RIDGETOP,AB,-115.19,50.9425,2543,-24.5,-26.9
4110,LEADER AIRPORT,SK,-109.501,50.9095,676,-32.8,-35.5
4928,MCCREARY,MB,-99.53,50.7119,351,-28.9,-31.5
1541,SALMON ARM CS,BC,-119.291,50.703,351,-17.5,-21.6
14611470,KAMLOOPS A COMPOSITE,BC,-120.442,50.7022,345,-21.7,-24.6
4825,VICTORIA BEACH (AUT),MB,-96.5667,50.7,220,-30.1,-32.585
1107,LILLOOET,BC,-121.934,50.6837,240,-17.4375,-20.2
228,PORT HARDY A,BC,-127.366,50.6803,22,-3.4,-5.2
4581,WASAGAMING,MB,-99.9419,50.655,627,-35.7,-38.4
4.79E+11,GIMLI COMPOSITE,MB,-97.0389,50.6333,228,-33.4,-35.6
5040,EAR FALLS (AUT),ON,-93.2214,50.6306,363,-31.2,-33.319
2846,BROOKS,AB,-111.849,50.5553,747,-30.2,-32.9
3839,INDIAN HEAD CDA,SK,-103.65,50.55,579,-33,-35.4
4934,OAKPOINT MARINE,MB,-98.0367,50.4995,250,-31.7,-34.2
7098,CHEVERY,QC,-59.6394,50.465,8,-28.1,-29.7
4553,SHOAL LAKE CS,MB,-100.603,50.4549,561,-33.7,-35.7
192,FANNY ISLAND,BC,-125.993,50.4535,5,-2.3,-4.2
39378784,REGINA RCS COMPOSITE,SK,-104.667,50.4333,577,-33.5,-35.675
3766,BROADVIEW,SK,-102.571,50.3681,600,-33.1,-35.3
38843885,MOOSE JAW A COMPOSITE,SK,-105.5525,50.3325,577,-31.8,-33.9
628629,PEMBERTON AIRPORT CS COMPOSITE,BC,-122.736,50.3039,204,-15.4,-17.4
4100,SWIFT CURRENT A,SK,-107.683,50.3,817,-30.7,-32.8
7136,LONGUE-POINTE-DE-MINGAN,QC,-64.2264,50.2714,11,-27.1,-29.2
1306,NAKUSP CS,BC,-117.817,50.2694,512,-12.6,-15
4103,SWIFT CURRENT CDA,SK,-107.733,50.2667,825,-30.2,-32.8
8280,DANIELS HARBOUR,NL,-57.5811,50.2364,19,-19.4,-21.348
11161122,LYTTON COMPOSITE,BC,-121.582,50.2244,225,-16.1,-18.5
71777180,SEPT-ILES A COMPOSITE,QC,-66.25835,50.2167,54,-28.5,-30.6
4848,DELTA MARSH CS,MB,-98.3822,50.1826,248,-30.8,-33.7
4828,PINAWA,MB,-96.0647,50.1772,268,-33.905,-36.7
7203,POINTE NOIRE CS,QC,-66.4339,50.1625,24,-23.7,-25.6
5123,SIOUX LOOKOUT A,ON,-91.9,50.1167,383,-33.89,-36
29552958,MEDICINE HAT A COMPOSITE,AB,-110.719,50.022,716,-30.9,-33.5
2877,CLARESHOLM,AB,-113.639,50.0036,1009,-28.9,-31.5
8344,LA SCIE,NL,-55.6667,49.9167,194,-18.9,-20.7
8786,WINNIPEG RICHARDSON INT'L A,MB,-97.2333,49.9167,239,-32.1,-34
4475,BRANDON A,MB,-99.9519,49.91,409,-33.2,-35.3
4483,CARBERRY CS,MB,-99.3574,49.9058,384,-32.8,-35
4068,MAPLE CREEK,SK,-109.466,49.9025,767,-30.5,-33.5
45314534,PORTAGE SOUTHPORT A COMPOSITE,MB,-98.2754,49.90155,271,-31.1,-33.3
4742,WINNIPEG THE FORKS,MB,-97.1294,49.8883,230,-27.9,-30
7299,PORT-MENIER,QC,-64.2933,49.8386,55,-23.86,-26.7
7503,CHAPAIS,QC,-74.9753,49.8225,381,-35.825,-38.2
5110,KENORA A,ON,-94.3653,49.7903,410,-31.7,-33.5
5157,GERALDTON A,ON,-86.9306,49.7828,348,-36,-38.8
7508,CHIBOUGAMAU CHAPAIS A,QC,-74.5333,49.7667,387,-35,-37.2
7542,MATAGAMI,QC,-77.7931,49.7578,281,-34.6,-36.7
5380,NAGAGAMI (AUT),ON,-84.1637,49.7468,264,-35.5,-38.1
2827,BOW ISLAND,AB,-111.45,49.7342,817,-27.4,-30.7
4011,ASSINIBOIA AIRPORT,SK,-105.946,49.7292,726,-30.5,-32.8
174,COMOX A,BC,-124.9,49.7167,26,-4,-5.7
4002,WEYBURN,SK,-103.8,49.7,589,-32.2525,-34.4
8444,TWILLINGATE (AUT),NL,-54.8,49.6833,92,-14.8,-17
4123,CYPRESS HILLS PARK,SK,-109.514,49.6406,1271,-28.4,-30.8
2938,LETHBRIDGE A,AB,-112.8,49.6303,929,-28.6,-31.479
3131,CROWSNEST,AB,-114.482,49.6275,1303,-28.5,-31.9
1355,CRANBROOK A,BC,-115.782,49.6122,940,-23.2,-26.1
8388,ROCKY HARBOUR CS,NL,-57.8778,49.57,68,-16.4,-18.081
1249,SUMMERLAND CS,BC,-119.649,49.5626,454,-13.2,-15.8
2978,PINCHER CREEK (AUT),AB,-113.997,49.5206,1190,-29,-31.2
4756,CARMAN U OF M CS,MB,-98.0297,49.4981,268,-31,-33.6
370,HOWE SOUND - PAM ROCKS,BC,-123.299,49.4878,7,-2.5775,-4
1248,PRINCETON CS,BC,-120.51,49.465,697,-23.1,-27.8
1217,PENTICTON A,BC,-119.602,49.4631,344,-12.5,-14.492
4127,EASTEND CYPRESS (AUT),SK,-108.989,49.4378,1080,-28.7,-30.978
53595362,KAPUSKASING A COMPOSITE,ON,-82.45555,49.41015,222,-34.4,-36.8
4610,DEERWOOD RCS,MB,-98.3192,49.3998,341,-27.8675,-29.5
150,BALLENAS ISLAND,BC,-124.16,49.3503,15,-0.4,-1.3
7194,POINTE-DES-MONTS,QC,-67.3811,49.3167,6,-24.8,-27
312,PORT ALBERNI (AUT),BC,-124.927,49.3166,76,-6,-8.4
4586,MELITA,MB,-100.986,49.2813,446,-32.5,-35
7204,BAIE-COMEAU,QC,-68.1458,49.2592,130,-26.4,-28.6
7234,CAP-MADELEINE,QC,-65.3247,49.2508,29,-21.4,-23
788,AGASSIZ RCS,BC,-121.76,49.2431,19,-7.4,-9.4
3808,ESTEVAN A,SK,-102.967,49.2167,580,-32.3,-34.5
8283,DEER LAKE A,NL,-57.4,49.2167,22,-21.6,-25
191,ENTRANCE ISLAND,BC,-123.811,49.2087,8,-0.1,-1.733
940,PITT MEADOWS CS,BC,-122.69,49.2083,5,-6.9,-8.7
2863,CARDSTON,AB,-113.286,49.2006,1136,-27.3,-29.6
8769,VANCOUVER INT'L A,BC,-123.182,49.195,4,-5.19,-7.6
4674,PILOT MOUND (AUT),MB,-98.9049,49.191,470,-31.6,-33.6
4652,MORDEN CDA CS,MB,-98.0839,49.1876,298,-28.1,-30.2
4143,ROCKGLEN (AUT),SK,-105.979,49.1678,917,-29.4,-31.7
5148,CAMERON FALLS (AUT),ON,-88.3447,49.1539,233,-28.7,-30.3
3072,MILK RIVER,AB,-112.05,49.1333,1050,-28.2,-30.8
7075,BAIE-COMEAU A,QC,-68.2,49.1333,22,-27.7,-29.6
3217,WATERTON PARK GATE,AB,-113.809,49.1311,1289,-28.2,-31.9
7353,CAP-CHAT,QC,-66.6544,49.1092,5,-22.5,-24.561
966,SANDHEADS CS,BC,-123.303,49.1059,11,-2.7,-4.5
1342,CRESTON CAMPBELL SCIENTIFIC,BC,-116.501,49.0817,641,-13.3,-15.7
4148,VAL MARIE SOUTHEAST,SK,-107.586,49.0583,796,-32.7,-35.3
4122,CORONACH SPC,SK,-105.483,49.05,756,-30.7,-32.9
4628,GRETNA (AUT),MB,-97.56,49.0308,253,-31.4,-33.8
782,ABBOTSFORD A,BC,-122.36,49.0253,59,-6.7,-8.9
4703,SPRAGUE,MB,-95.5983,49.0236,329,-33.9,-37
1036,WHITE ROCK CAMPBELL SCIENTIFIC,BC,-122.784,49.0181,13,-4.5,-6.6
8227,BADGER (AUT),NL,-56.0667,48.9667,103,-25,-28.3
83068832,GANDER INT'L A COMPOSITE,NL,-54.5719,48.94625,151,-18,-19.8
8276,CORNER BROOK,NL,-57.9167,48.9333,152,-16.2,-18
7400,NORMANDIN,QC,-72.5469,48.8417,137,-33.9,-37.9
7248,GASPE A,QC,-64.4781,48.7769,34,-24.8,-26.8
82378238,BONAVISTA COMPOSITE,NL,-53.1142,48.6672,26,-13.5,-15.1
8767,VICTORIA INT'L A,BC,-123.426,48.6472,20,-3,-4.5
7273,MONT-JOLI A,QC,-68.2167,48.6,52,-24,-25.8
5204,PUKASKWA (AUT),ON,-86.2947,48.5883,208,-28,-30
56,MALAHAT,BC,-123.53,48.5749,366,-5.2,-7
5393,TIMMINS VICTOR POWER A,ON,-81.3767,48.5697,295,-33.8,-36.3
8430,TERRA NOVA NAT PARK CS,NL,-53.9744,48.5569,107,-16.3,-18.2
8423,STEPHENVILLE A,NL,-58.55,48.5333,25,-15.5,-17.4
7410,ROBERVAL A,QC,-72.2667,48.5167,179,-30.8,-32.9
7209,AMQUI,QC,-67.4347,48.4719,166,-26.7,-29.415
106,VICTORIA UNIVERSITY CS,BC,-123.305,48.457,60,-1.7,-3.4
42,ESQUIMALT HARBOUR,BC,-123.439,48.432,3,-1.4,-3.2
31,DISCOVERY ISLAND,BC,-123.226,48.4246,19,0.7,-1.4
8810,CAP-D'ESPOIR,QC,-64.3169,48.4194,15,-22.1,-24
110,VICTORIA GONZALES CS,BC,-123.325,48.4133,61,-1.4,-3.3
93,SHERINGHAM POINT,BC,-123.921,48.3767,7,-0.6,-2.4
52245228,THUNDER BAY A COMPOSITE,ON,-89.3272,48.3694,199,-30.3,-32.4
7357,BAGOTVILLE A,QC,-71,48.3333,159,-30.4,-32.4
7392,LATERRIERE,QC,-71.1292,48.3072,163,-30.6,-33.695
7430,LA BAIE,QC,-70.9195,48.2981,152,-30.5,-33
7485,ROUYN,QC,-79.0342,48.2458,318,-30.7,-33
7489,ROUYN A,QC,-78.8333,48.2167,301,-34,-36.2
8816,VAL-D'OR A,QC,-77.7867,48.0564,337,-33.6,-35.8
7281,NEW CARLISLE 1,QC,-65.3317,48.0119,46,-22.7,-24.9
7764,MISCOU ISLAND (AUT),NB,-64.4942,48.0089,4,-20.6,-22.7
76817682,CHARLO A COMPOSITE,NB,-66.33375,47.98665,41,-25.5,-27.2
5292,WAWA (AUT),ON,-84.7833,47.9667,287,-31,-33.6
7452,PARENT,QC,-74.6242,47.9222,445,-34.5,-37.5
7305,RIVIERE-DU-LOUP,QC,-69.5486,47.8058,147,-25.1,-26.8
7652,BAS CARAQUET,NB,-64.8333,47.8022,5,-21.4,-23.4
8457,WRECKHOUSE,NL,-59.3083,47.7117,32,-12,-13.8
8842,ST JOHN'S A,NL,-52.7428,47.6222,141,-14.2,-15.6
82478249,BURGEO COMPOSITE,NL,-57.6167,47.6167,11,-14.6,-16.3
8371,PORT AUX BASQUES,NL,-59.1547,47.5739,40,-13.8,-15.2
8800,L'ETAPE,QC,-71.2289,47.5622,791,-33.6925,-35.9
7263,ILES DE LA MADELEINE,QC,-61.7747,47.4253,8,-16,-17.7
7458,LA TUQUE,QC,-72.7875,47.4111,169,-31.5,-33.7
7265,LA POCATIERE,QC,-70.0319,47.3558,31,-23.2,-25.3
7109,FORET MONTMORENCY RCS,QC,-71.1483,47.3228,673,-31.4,-34.36
8223,ARGENTIA (AUT),NL,-53.9933,47.2939,19,-11.6,-13.1
78217859,ST LEONARD A COMPOSITE,NB,-67.8319,47.1578,244,-27.1,-28.9
7104,CAP-TOURMENTE,QC,-70.7808,47.0786,6,-24.29,-26.3
76847686,MIRAMICHI A COMPOSITE,NB,-65.4664,47.00945,33,-24.2,-26.7
6620,BEAUPORT,QC,-71.1972,46.8369,10,-24.4,-26.5
66676734,QUEBEC/JEAN LESAGE INTL A COMPOSITE,QC,-71.3825,46.8018,67,-26.4,-28.6
7746,KOUCHIBOUGUAC CS,NB,-65.0167,46.7833,21,-22.7,-25.2
6732,STE-FOY (U. LAVAL),QC,-71.2875,46.7803,91,-24.7,-27
7462,BARRAGE TEMISCAMINGUE,QC,-79.1011,46.7097,181,-26.6,-28.8
6635,DESCHAMBAULT,QC,-71.9717,46.6908,61,-28.8,-31.7
7973,INGONISH BEACH RCS,NS,-60.4064,46.6628,10,-14.8,-16.9
7918,CHETICAMP CS,NS,-60.9472,46.645,44,-14.3,-16.189
5329,SUDBURY A,ON,-80.7978,46.6256,348,-28.7,-30.7
7951,GRAND ETANG,NS,-61.05,46.55,13,-14.3,-17
5283,SAULT STE MARIE A,ON,-84.5094,46.4833,192,-24.8,-28
8184,EAST POINT (AUT),PE,-61.9883,46.46,8,-18,-20.2
82098212,SUMMERSIDE A COMPOSITE,PE,-63.8349,46.44,16,-20.1,-22.2
7671,BUCTOUCHE CDA CS,NB,-64.7681,46.4303,36,-21.92,-24.4
5418,NORTH BAY A,ON,-79.4228,46.3636,370,-28.3,-30.8
6714,TROIS-RIVIERES,QC,-72.5161,46.3536,6,-24.6,-26.7
6733,LEMIEUX,QC,-72.0608,46.3036,97,-29.6925,-32.917
8219,MAPLE PLAINS,PE,-63.5756,46.3028,46,-21.4,-24.1
8177,CHARLOTTETOWN A,PE,-63.1286,46.2886,49,-20.3,-22.7
7037,MANIWAKI AIRPORT,QC,-75.9919,46.2747,200,-28.5,-30.7
6857,NICOLET,QC,-72.6572,46.2258,8,-25.6,-28.2
6980,BEAUCEVILLE,QC,-70.785,46.205,229,-26.8,-29.2
6731,LAC SAINT-PIERRE,QC,-72.9167,46.1833,16,-24.9,-26.7
81228124,SYDNEY A COMPOSITE,NS,-60.0449,46.165,62,-16.6,-18.3
7766,MONCTON A,NB,-64.6838,46.1053,71,-22.9,-25.1
7074,ST-JOVITE,QC,-74.5558,46.0803,239,-31.1,-33.5
7053,STE AGATHE DES MONTS,QC,-74.2833,46.05,395,-28.4,-30.5
5297,KILLARNEY (AUT),ON,-81.4833,45.9667,196,-23.6,-25.6
5595,PETAWAWA A,ON,-77.3167,45.95,130,-29.4,-31.9
5431,GORE BAY A,ON,-82.5667,45.8833,194,-25,-27.1
7707,FREDERICTON A,NB,-66.5279,45.8721,21,-24,-26.5
7021,HIGH FALLS,QC,-75.6481,45.8394,195,-26.4,-28.7
8799,L'ASSOMPTION,QC,-73.4347,45.8094,21,-26.4,-28.5
8807,MONTREAL/MIRABEL INT'L A,QC,-74.0333,45.6667,83,-26.7,-28.6
8129,TRACADIE,NS,-61.6797,45.6084,67,-17.9,-20.125
7712,FUNDY PARK (ALMA) CS,NB,-64.95,45.6,43,-19.8,-21.9
5402,ALGONQUIN PARK EAST GATE,ON,-78.2667,45.5333,397,-30.965,-33.5
6911,MONTREAL/ST-HUBERT A,QC,-73.4167,45.5167,27,-24.6,-26.5
6835,MCTAVISH,QC,-73.5792,45.5047,73,-22.3,-23.9
6845,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,QC,-73.75,45.4667,36,-23.8,-25.8
6957,SHERBROOKE A,QC,-71.6833,45.4333,241,-28.6,-31.8
6991,STE-ANNE-DE-BELLEVUE 1,QC,-73.9292,45.4272,39,-23.7,-25.4
6826,LENNOXVILLE,QC,-71.8236,45.3689,181,-26,-28.6
5753,PARRY SOUND CCG,ON,-80.0442,45.3442,176,-25.6,-27.9
8789,OTTAWA MACDONALD-CARTIER INT'L A,ON,-75.6692,45.3225,114,-24.8,-26.9
7814,SAINT JOHN A,NB,-65.8856,45.3181,109,-22.6,-24.6
8805,L'ACADIE,QC,-73.3494,45.2939,44,-24.1,-25.9
6888,STE-CLOTILDE,QC,-73.6789,45.1672,53,-25.1,-27.638
6992,ST-ANICET 1,QC,-74.2894,45.1208,49,-25,-27.2
7792,POINT LEPREAU CS,NB,-66.4492,45.0731,6,-19.41,-21.764
7983,KENTVILLE CDA CS,NS,-64.4833,45.0667,49,-17.5,-19.717
6790,FRELIGHSBURG,QC,-72.85,45.0333,224,-25,-27.4
7953,GREENWOOD A,NS,-64.9167,44.9833,28,-17.6,-20.04
8821,HALIFAX STANFIELD INT'L A,NS,-63.5,44.88,145,-18.6575,-20.6
5808,WIARTON A,ON,-81.1072,44.7458,222,-18.8,-20.9
7721,GRAND MANAN SAR CS,NB,-66.8019,44.7121,78,-18.6,-20.234
8.10E+11,SHEARWATER A COMPOSITE,NS,-63.51,44.6325,34,-16.5,-18.3
80968098,SHEARWATER JETTY COMPOSITE,NS,-63.515,44.6321,29,-15.6,-17.7
8020,MCNABS ISLAND (AUT),NS,-63.5333,44.6,15,-14.9,-16.7
