irlat,irlon,RL50 (kPa),rlat,rlon,lat,lon,elev (m),station_name,province,model_values,ratio
899,1255,0.16899999999999998,10.842940456164209,21.25454186850438,53.3167,-60.4167,49.0,GOOSE A,NL,0.23054258525371552,0.6141326637725995
901,342,0.8270000000000001,10.925168419012316,-19.12359427311639,54.2925,-130.445,35.0,PRINCE RUPERT A,BC,0.6197711825370789,1.1178944026091129
904,425,0.122,11.047399217578207,-15.445471313000713,55.7855,-124.70100000000001,766.0,GERMANSEN LANDING,BC,0.12429212778806686,0.8223237979356786
908,342,0.772,11.239871559683275,-19.14849221056054,54.5686,-130.708,12.0,GREEN ISLAND,BC,0.5733110904693604,1.1281156089473918
909,810,0.163,11.268490682622877,1.5517817622508403,58.7392,-94.0664,29.0,CHURCHILL A,MB,0.09249071776866913,1.4764410301564834
909,1325,0.46,11.27986689754487,24.383441139208454,52.25,-55.6,9.0,BATTLE HARBOUR LOR,NL,0.22622241079807281,1.7035263535846146
913,368,0.89,11.456778063183705,-17.971764008077084,55.2375,-129.03,195.0,NASS CAMP,BC,0.36136752367019653,2.0633245143230345
915,310,0.556,11.545163694436308,-20.54536787529786,54.2552,-133.058,43.0,LANGARA,BC,0.2823178768157959,1.649920670207774
928,1292,0.335,12.126358983270919,22.883799444538962,53.7083,-57.035,14.0,CARTWRIGHT,NL,0.17821869254112244,1.574773887642081
929,1000,0.142,12.184706889709847,9.988977488368288,58.4667,-78.0833,24.0,INUKJUAK UA,QC,0.19249236583709717,0.6180185136218084
932,364,0.642,12.314069788778712,-18.18701005126701,55.9361,-129.985,7.0,STEWART A,BC,0.4408741295337677,1.2199641367864638
937,535,0.084,12.498830656358052,-10.594224739549533,58.6214,-117.165,338.0,HIGH LEVEL A,AB,0.06185489520430565,1.1377107500376855
943,1235,0.191,12.800428563828865,20.37992732710111,55.45,-60.2167,12.0,HOPEDALE (AUT),NL,0.15862317383289337,1.0087728450677498
954,602,0.079,13.254432412961972,-7.616430689969889,60.0203,-111.962,205.0,FORT SMITH A,NT,0.11384826898574829,0.5813361239087302
957,1115,0.063,13.3816017084914,15.062915391847254,58.1,-68.4167,40.0,KUUJJUAQ A,QC,0.15622828900814056,0.3378372428411129
957,1207,0.35,13.419876797675242,19.12294867359371,56.55,-61.6833,6.0,NAIN A,NL,0.1422186940908432,2.0617595219069726
960,474,0.04,13.53351926237463,-13.294599528109782,58.8364,-122.59700000000001,382.0,FORT NELSON A,BC,0.0437544621527195,0.7658862853125905
981,564,0.111,14.468960203336742,-9.324605930233329,60.8397,-115.78299999999999,165.0,HAY RIVER A,NT,0.06574754416942596,1.4143929871122771
1002,827,0.13699999999999998,15.389341884371548,2.3116704332428544,62.8167,-92.1167,32.0,RANKIN INLET A,NU,0.09833305329084396,1.1672064902552515
1013,587,0.073,15.8941364226464,-8.283411299371597,62.4628,-114.44,206.0,YELLOWKNIFE A,NT,0.12287277728319168,0.4977300211286095
1015,841,0.307,15.951712281201985,2.928277120662789,63.3333,-90.7167,6.0,CHESTERFIELD,NU,0.09832104295492172,2.6158844112607103
1018,511,0.05,16.085824204153216,-11.662896594650553,61.7603,-121.23700000000001,169.0,FORT SIMPSON A,NT,0.05649859458208084,0.7414109751728463
1034,784,0.18100000000000002,16.80137872475479,0.41775555963923183,64.2989,-96.0778,19.0,BAKER LAKE A,NU,0.09814701974391937,1.5449986676694736
1043,914,0.145,17.235601653792568,6.170803303022934,64.1933,-83.3594,62.0,CORAL HARBOUR A,NU,0.07935137301683426,1.5308766803407012
1072,643,0.27399999999999997,18.483281173616597,-5.8054537397209645,65.4833,-110.367,451.0,CONTWOYTO LAKE,NU,0.07229871302843094,3.175021330256713
1112,485,0.039,20.25328633221057,-12.797273633836445,65.2825,-126.8,73.0,NORMAN WELLS A,NT,0.03384632244706154,0.9653388185082827
1146,704,0.1,21.771353847100382,-3.1159972251081784,69.1081,-105.13799999999999,31.0,CAMBRIDGE BAY A,NU,0.0580463744699955,1.4432831847800704
1149,912,0.081,21.893848234284437,6.082122147370087,68.7758,-81.2425,9.0,HALL BEACH A,NU,0.05776834860444069,1.1746857954128334
1215,1003,0.064,24.854671892755793,10.111462339176834,70.4861,-68.5167,26.0,CLYDE A,NU,0.0546635165810585,0.9808645935701421
1269,788,0.081,27.224762925109236,0.6018099385145664,74.7169,-94.9694,68.0,RESOLUTE CARS,NU,0.11271575838327408,0.6020423364348579
