ilocy,ilocx,SL50 (kPa),rlat,rlon,lat,lon,station_name,ratio,model_vals
730,1326,2.0,3.3478667584073754,24.392707899410343,45.2164,-61.1778,DEMING,1.4034671305035558,1.0328283309936523
733,1198,4.5,3.491313994124788,18.733677276905336,47.5667,-68.6333,STE ROSE DU DEGELIS,1.103370997491124,2.9559109210968018
735,474,3.3,3.5652891404836695,-13.311122271809033,49.2964,-117.632,CASTLEGAR A,0.38735621267905457,6.1745285987854
735,502,2.0,3.5715594149337595,-12.06538588634602,49.6122,-115.78200000000001,CRANBROOK A,0.4055318907210785,3.574418306350708
735,515,1.9,3.565855703432369,-11.467506817735874,49.7453,-114.883,SPARWOOD,0.5766461445542399,2.388056516647339
735,1139,5.6,3.5858890255644726,16.122340479606144,48.5167,-72.2667,ROBERVAL A,1.5878264149052872,2.5561444759368896
735,1316,3.9,3.568214239959637,23.980406366594252,45.592375,-61.571925,COPPER LAKE composite,2.4952344302315064,1.1328010559082031
736,570,1.2,3.5910565071829694,-9.028653520187895,50.2667,-111.18299999999999,SUFFIELD A,1.1952737068957748,0.7276361584663391
736,820,3.3,3.6085516827729736,2.018623133323337,51.0669,-93.7931,RED LAKE A,1.308364239366803,1.8280398845672607
736,1147,4.0,3.5978108026814204,16.479739155928193,48.4167,-71.75,LAC STE CROIX,1.091412251759688,2.6562659740448
737,725,2.2,3.6486471044256565,-2.1807652710283705,51.1,-100.46700000000001,GILBERT PLAINS,1.1653364519734297,1.3682698011398315
737,731,1.5,3.637650982133446,-1.9186062210436028,51.1,-100.05,DAUPHIN A,0.8091706858667204,1.3435428142547607
737,1136,3.4,3.6504271546022258,15.99683941147927,48.6167,-72.4167,ST PRIME,0.9423184964658691,2.6150596141815186
737,1158,3.9,3.677953743438618,16.97946760951628,48.3333,-71.0,BAGOTVILLE A,0.9071260921786535,3.115999221801758
738,768,4.5,3.686974162525788,-0.29212404081842136,51.1861,-97.4651,HODGSON 2,2.3913709232589406,1.3638479709625244
738,1188,4.7,3.71007111167222,18.31675132549891,47.9167,-69.1,ST CLEMENT,1.1976011778359947,2.844369649887085
738,1276,3.4,3.6845959413421965,22.197652168319504,46.4389,-63.8317,SUMMERSIDE A,1.1265897699449765,2.187325954437256
738,1281,4.2,3.7031269177923956,22.396835274342646,46.3752,-63.55731667,SUMMERSIDE CDA composite,1.7683141715774344,1.7214335203170776
738,1288,2.8,3.7088202378029633,22.71596758927946,46.25,-63.1333,CHARLOTTETOWN CDA,1.2980679125412238,1.563367247581482
738,1297,5.6,3.695154703131543,23.128978936207325,46.0667,-62.6,ALLISTON,2.9847268599137844,1.3598275184631348
739,478,4.5,3.7345715322890913,-13.108365117454234,49.5123,-117.399,NELSON RIXEN CREEK,0.497506336483066,6.555627822875977
739,628,1.7,3.7636991911369555,-6.505263198283556,50.832,-107.311,BEECHY,1.5396144891009873,0.8002714514732361
739,1248,4.1,3.765296967036392,20.93925168325036,47.0095,-65.4678,MIRAMICHI A,1.1399665143542312,2.6067066192626953
739,1287,3.9,3.745334014783396,22.703007279034583,46.2886,-63.1286,CHARLOTTETOWN A,1.7822802446579369,1.5859482288360596
740,688,1.6,3.7987314058440207,-3.8097930656591097,51.15,-103.06700000000001,FENWOOD,0.9485175004547827,1.2225736379623413
740,1052,3.5,3.7814550733955166,12.289198024598608,49.76225,-77.8049,MATAGAMI A composite,1.054019194442924,2.406688690185547
740,1268,5.0,3.805146627159658,21.821103653985478,46.7003,-64.2617,O'LEARY,1.636725693468748,2.2140860557556152
741,387,1.3,3.823732054743596,-17.157965052632917,48.4131,-123.325,VICTORIA GONZALES HTS,1.5799825033403232,0.5963366031646729
741,712,1.7,3.8447714814497687,-2.7576263152830216,51.2667,-101.4,ROBLIN FRIESEN 3 NORTHWEST,0.9510321943175649,1.295549750328064
741,1133,3.2,3.8488977138356315,15.851778350050044,48.85,-72.5333,NORMANDIN CDA,0.8957495707357738,2.589189052581787
741,1152,3.3,3.827749452984931,16.694413110517512,48.5667,-71.3333,ST AMBROISE,0.8262979248126814,2.8945274353027344
741,1164,5.1,3.8422604402526868,17.25132301995396,48.4,-70.5333,STE ROSE DU NORD,1.092840322675195,3.3823134899139404
741,1280,4.1,3.8191632149950627,22.350518174671695,46.5,-63.55,LONG RIVER,1.3531465082909255,2.196035861968994
742,697,2.5,3.887198018830976,-3.42540834014595,51.2667,-102.46700000000001,YORKTON A,1.5354093904149542,1.1800929307937622
742,1237,6.8,3.862139802217241,20.45703721604458,47.2833,-66.0667,LITTLE RIVER MINE,1.683752261622298,2.9270565509796143
743,1180,3.3,3.9275140340820363,17.940016482155016,48.25,-69.5167,GRANDES BERGERONNES,0.8496141296143499,2.815092086791992
743,1296,2.8,3.9083084776241583,23.091926372857266,46.2758,-62.51987778,MONTAGUE composite,1.4676554321141235,1.3827202320098877
745,752,2.1,3.998016328472749,-0.9807957159508047,51.4881,-98.57141429,GYPSUMVILLE composite,1.1357143077421874,1.3401412963867188
746,387,1.4,4.05401331129362,-17.1462653539833,48.63445,-123.4225,SAANICHTON CDA,1.7333779847259787,0.5853763222694397
746,439,1.4,4.062019040754055,-14.8297517816315,49.3572,-120.07700000000001,HEDLEY,0.2403598299464876,4.221497535705566
746,447,0.8,4.074800059239958,-14.502483686793461,49.4631,-119.602,PENTICTON A,0.19430393982379104,2.9840683937072754
747,384,2.4,4.110152086638713,-17.269400328837698,48.6469,-123.626,SHAWNIGAN LAKE,1.8447647905570885,0.9429108500480652
747,629,0.7,4.078796581815819,-6.432663915289442,51.1539,-107.26299999999999,ROCK POINT,0.6302041069109735,0.8050395250320435
747,1295,3.5,4.097032741271308,23.04520507377626,46.4667,-62.4667,MONTICELLO,1.976953019372975,1.2831342220306396
748,870,1.8,4.131289646967927,4.234191060809857,51.4464,-90.2142,PICKLE LAKE A,0.614440397000558,2.123210906982422
748,1300,4.2,4.153673757113379,23.247299074645955,46.4333,-62.1667,EAST BALTIC,2.37234362324757,1.2831342220306396
749,405,1.9,4.198174141908334,-16.35606704872496,49.0253,-122.36,ABBOTSFORD A,0.45370374075090714,3.0351603031158447
749,422,5.7,4.1991101393692425,-15.578263258483593,49.2667,-121.23299999999999,HOPE SLIDE,0.41201616193058,10.026768684387207
749,482,3.2,4.196953729114685,-12.965453311805444,49.9958,-117.37,NEW DENVER,0.348324731395625,6.658341407775879
750,434,3.2,4.250712703917452,-15.069322822765542,49.4678,-120.51299999999999,PRINCETON A,0.4006792640965984,5.788332939147949
750,1239,5.4,4.219665485702747,20.576101392758304,47.56835714,-65.70261429,BATHURST composite,1.4031592039304002,2.789248466491699
751,415,2.2,4.282087444883862,-15.91382619343588,49.2431,-121.76,AGASSIZ CDA,0.18556057586746869,8.592852592468262
751,1323,3.6,4.273588051025234,24.277623200008552,46.1,-60.75,BADDECK,2.018554371279871,1.2925949096679688
752,614,1.0,4.317492293513623,-7.124496208245403,51.2944,-108.40700000000001,BICKLEIGH,0.903196439495594,0.8024503588676453
752,706,1.8,4.329181842759334,-3.0410843278094837,51.7333,-101.9,PELLY 2,1.0065401535122958,1.2961097955703735
752,1313,4.2,4.307962092008874,23.836527778183594,46.321999999999996,-61.30098,MARGAREE FORKS composite,2.184136367375355,1.3937020301818848
753,419,3.7,4.348558395632354,-15.712158813189633,49.3683,-121.49799999999999,HOPE A,0.2955259732824794,9.0741605758667
753,1098,4.8,4.371155389527281,14.306667475765332,49.802625,-74.5576,CACHE LAKE composite,1.2566961976744822,2.7682883739471436
753,1192,3.9,4.345598033008107,18.495415831965524,48.45,-68.5167,RIMOUSKI,1.007227630823138,2.806321144104004
753,1223,6.1,4.377253566453017,19.848600589722924,47.989175,-66.612725,CAMPBELLTON composite,1.5394139626222678,2.871936321258545
754,385,2.2,4.407282646003369,-17.245770999404836,48.935,-123.742,CHEMAINUS,1.981760576120927,0.8045849204063416
754,402,1.9,4.414650227614725,-16.48604181669755,49.18924706,-122.6529608,PITT MEADOWS A composite,0.49653662806405285,2.7733373641967773
754,533,1.1,4.394858083561403,-10.672781136320898,50.7292,-113.961,OKOTOKS,0.7389154752306772,1.0789425373077393
754,1207,4.8,4.415906609261064,19.14630208065784,48.2833,-67.5667,LAC HUMQUI,1.0972925320186862,3.1704375743865967
755,652,2.1,4.450940225574171,-5.406924430771394,51.647925,-105.70825,VISCOUNT composite,1.4918573842706648,1.0202165842056274
755,674,0.8,4.473443711760957,-4.46219952097385,51.7667,-104.2,WYNYARD,0.46017724332893406,1.2599846124649048
755,1227,5.1,4.442055448008857,20.024656104182274,47.9833,-66.3333,CHARLO A,1.2724604419190582,2.904867172241211
756,453,1.4,4.506705494696642,-14.223333606531087,49.9561,-119.37799999999999,KELOWNA A,0.28839349384641316,3.5183818340301514
757,384,2.5,4.547856150701866,-17.285246670498605,49.0544,-123.87,NANAIMO A,1.5738741111410917,1.151252031326294
757,395,1.5,4.531847882450481,-16.812356613135417,49.195,-123.182,VANCOUVER INT'L A,0.5174329159592497,2.101055860519409
757,603,1.8,4.559467704196255,-7.568705942337367,51.4667,-109.167,KINDERSLEY KY,1.6949693217818484,0.7696815133094788
757,1195,5.9,4.5562730774171545,18.628454874362962,48.6,-68.2167,MONT-JOLI A,1.5052410432979855,2.840837240219116
757,1226,4.0,4.558528198692667,20.001159833155274,48.1,-66.3,NOUVELLE,0.9738309359310771,2.9769861698150635
757,1247,4.9,4.553130535964961,20.90147083831138,47.75,-65.0667,BERTRAND,1.2600144470378527,2.818518877029419
757,1332,3.1,4.547908489350023,24.68599969266512,46.1667,-60.0481,SYDNEY A,1.8822771202521988,1.193654179573059
758,453,1.4,4.590826836110048,-14.224088312309972,50.0366,-119.416,WINFIELD,0.29958306256683925,3.3869686126708984
759,603,1.1,4.610409614867476,-7.570753106418941,51.5167,-109.18299999999999,KINDERSLEY A,1.002346382872687,0.7953810691833496
759,1249,5.0,4.651853828796736,21.005823736238465,47.8,-64.8667,BAS CARAQUET,1.2982084592554806,2.7914249897003174
759,1251,4.8,4.632375784571248,21.087559840485376,47.75,-64.7667,HAUT SHIPPAGAN,1.2462801208852612,2.7914249897003174
761,668,2.1,4.731195483550668,-4.7067675930473545,52.0,-104.633,LEROY,1.2705526376957326,1.1979178190231323
761,1235,2.9,4.715470111362363,20.38318679106956,48.1,-65.6833,CAPLAN,0.6865397790900092,3.0614888668060303
761,1315,3.3,4.70829070687878,23.912394653903753,46.65,-60.95,CHETICAMP,1.6511569303030231,1.4485249519348145
762,534,0.9,4.778503714622416,-10.625797002736029,51.1139,-114.02,CALGARY INT'L A,0.7239512270469669,0.9010182619094849
763,391,1.3,4.788781407389454,-16.97143584939462,49.3856,-123.541,GIBSONS GOWER POINT,0.20639134463987435,4.565120697021484
764,457,1.7,4.859998740791233,-14.047864832441528,50.3443,-119.271,VERNON NORTH,0.4045855076413218,3.0453624725341797
764,520,2.3,4.8363904848695105,-11.26905824222256,51.0275,-115.035,KANANASKIS,1.0047728305819286,1.6590533256530762
764,1005,3.5,4.838614639714897,10.181446848171866,51.2667,-80.65,MOOSONEE UA,1.1246025314348753,2.2556378841400146
764,1323,5.9,4.873758057634859,24.25294202573579,46.65,-60.4,INGONISH BEACH,2.97530456276731,1.4372124671936035
765,529,1.6,4.916387552544458,-10.861806565950413,51.1969,-114.434,COCHRANE,1.0631573233273788,1.0907440185546875
766,386,0.7,4.946532338915584,-17.173074384200916,49.4675,-123.913,MERRY ISLAND LIGHTSTATION,0.10601389693477485,4.7855916023254395
767,358,1.1,5.0044347021713405,-18.449748667971477,49.0822,-125.773,TOFINO A,0.7704025724284862,1.0348451137542725
768,376,1.9,5.032427849855934,-17.630534663570668,49.3938,-124.617,QUALICUM R FISH RESEARCH,0.6358501773685716,2.1657044887542725
768,622,1.3,5.044025402318534,-6.752163373239996,52.0667,-107.98299999999999,BIGGAR,1.0866298567031427,0.867085874080658
768,640,1.4,5.039762809078846,-5.965341609252919,52.1667,-106.71700000000001,SASKATOON DIEFENBAKER INT'L A,1.0672589424900776,0.9507331252098083
768,641,0.9,5.014279146457886,-5.895926545544545,52.15,-106.6,SASKATOON SRC,0.6771597373556589,0.9632782936096191
769,457,2.2,5.066941291229419,-14.03967533064155,50.5452,-119.35,SILVER CREEK,0.4623832266888027,3.4484267234802246
769,513,2.8,5.0655475865321336,-11.558827532360517,51.1833,-115.56700000000001,BANFF,0.7642525376718831,2.655348539352417
769,901,4.1,5.061316046013959,5.590602250568889,52.2333,-87.8833,LANSDOWNE HOUSE,1.3689552325333867,2.1706759929656982
769,1191,5.5,5.058478584630331,18.448044213540186,49.1333,-68.2,BAIE-COMEAU A,1.2967687511013892,3.073976516723633
769,1208,6.9,5.083231709000099,19.203872504046767,48.8833,-67.1167,ST JEAN DE CHERBOURG,1.5786916978327654,3.1677591800689697
770,1295,4.7,5.100925893032472,23.02929875054479,47.3833,-61.8667,GRINDSTONE ISLAND,2.1896676630707135,1.555679202079773
771,377,1.5,5.152302859502165,-17.588380624383266,49.52080435,-124.6196087,CAPE LAZO composite,0.4647301803692028,2.3393261432647705
771,1296,1.2,5.155209648688747,23.06626518785116,47.4167,-61.7833,ILES DE LA MADELEINE A,0.5590640841882673,1.555679202079773
772,398,5.4,5.2151149274009825,-16.64324273203796,49.8958,-123.281,SQUAMISH UPPER,0.25356416824449046,15.43498706817627
772,424,2.0,5.1885658794574345,-15.497821704493647,50.2333,-121.583,LYTTON,0.2623849709003956,5.52448034286499
773,476,6.4,5.253797842772089,-13.203936242889501,50.9533,-118.166,REVELSTOKE AIRPORT RD,0.505622592995801,9.173897743225098
776,375,2.0,5.398827057118161,-17.69177543345937,49.7167,-124.9,COMOX A,0.5286332799153536,2.742053270339966
776,405,6.4,5.367198301998756,-16.368037148016132,50.1289,-122.955,WHISTLER,0.2893987103500514,16.02816390991211
776,494,2.9,5.394415140675882,-12.39295400636217,51.2992,-116.98200000000001,GOLDEN A,0.3212378022987454,6.542922019958496
776,574,1.8,5.391313639347458,-8.863542897471344,52.0667,-111.45,CORONATION A,1.5502583583532656,0.8415284752845764
777,443,1.5,5.416834683190573,-14.660457567490104,50.7022,-120.44200000000001,KAMLOOPS A,0.3837469199668504,2.833001136779785
778,349,0.9,5.466629246781768,-18.811593513119927,49.3833,-126.54299999999999,ESTEVAN POINT,0.7669910960606672,0.8504574298858643
778,484,20.2,5.45128229469057,-12.84537403334695,51.2382,-117.70100000000001,GLACIER NP MT FIDELITY,1.712104896016895,8.551088333129883
778,487,10.4,5.482574779413113,-12.71709709241998,51.3017,-117.51700000000001,GLACIER NP ROGERS PASS,0.9220723737095806,8.174641609191895
778,701,2.9,5.480382492219133,-3.271726726194787,52.8667,-102.4,HUDSON BAY,1.4595915855407398,1.4400150775909424
782,1246,4.8,5.651301920249028,20.85593090429929,48.7769,-64.4781,GASPE A,1.0231712455636268,3.4001126289367676
783,371,2.1,5.703163327113734,-17.835905794927697,49.9519,-125.273,CAMPBELL RIVER A,0.3933101161080653,3.869764804840088
785,442,2.1,5.783119687623349,-14.73613903296527,51.0297,-120.728,CRISS CREEK,0.454524558408942,3.348592758178711
785,538,2.1,5.772569187380431,-10.47561217851205,52.1167,-114.133,MARKERVILLE,2.03577015478785,0.7476372718811035
785,541,1.9,5.801064729915265,-10.317618290854872,52.1786,-113.89299999999999,RED DEER A,1.8034732584441997,0.7635619640350342
785,620,2.0,5.765774172302074,-6.816518407766225,52.7719,-108.256,NORTH BATTLEFORD A,1.4546698263172493,0.9964739680290222
785,1249,5.5,5.79153324323768,20.99524749910319,48.85,-64.2,CAP DES ROSIERS,1.197503564691159,3.328788995742798
788,451,1.5,5.932724915674236,-14.330120957742263,51.2918,-120.18299999999999,DARFIELD,0.20123184562276722,5.402502059936523
790,657,1.4,6.007061876745139,-5.205649220236125,53.2167,-105.667,PRINCE ALBERT A,0.868477062113216,1.1683422327041626
790,680,1.7,6.022339598671445,-4.196613718484254,53.3333,-104.0,NIPAWIN A,0.9240181709140736,1.3334256410598755
791,545,2.0,6.063709187450945,-10.169656485245808,52.4667,-113.75,LACOMBE CDA,1.7089341681056276,0.848213255405426
792,372,2.1,6.099084371860609,-17.80527022983485,50.3332,-125.446,CHATHAM POINT,0.26520149554484107,5.739099025726318
792,442,1.8,6.087149700909907,-14.713699399972128,51.3265,-120.839,VIDETTE LAKE SHARPE LAKE,0.347571072482384,3.7534382343292236
792,1330,5.9,6.07942366355763,24.598257854640586,47.5739,-59.1547,PORT AUX BASQUES,2.5093393113817255,1.7040919065475464
793,529,2.5,6.139577167823878,-10.886185966541683,52.3833,-114.917,ROCKY MTN HOUSE,2.083003512802669,0.8698620796203613
793,645,1.5,6.135210259560193,-5.725413134004645,53.2833,-106.55,CAMEO,0.9307487452836611,1.1680439710617065
794,1327,5.0,6.194931185731555,24.47214019417098,47.733779999999996,-59.242580000000004,ST ANDREWS composite,2.085039853077315,1.7380250692367554
796,536,2.0,6.264631474439351,-10.568320690412506,52.57634167,-114.45775,ROCKY MTN HOUSE A composite,1.6627383486911056,0.8717791438102722
797,593,1.2,6.305541257003819,-8.01463445560685,53.1167,-110.35,PARADISE VALLEY,0.953783150919225,0.9118680357933044
798,806,2.6,6.37108696084185,1.3946292957132782,53.85,-94.65,ISLAND LAKE A,0.9837044930639487,1.9156187772750854
800,598,1.2,6.467027949933973,-7.816700497910845,53.3092,-110.072,LLOYDMINSTER A,0.8993195722588228,0.9670915603637695
800,763,2.6,6.452753004204012,-0.5033945328851623,53.95,-97.85,NORWAY HOUSE A,1.1304135373614959,1.6670030355453491
801,439,2.6,6.4965383453506425,-14.83152150856505,51.6814,-121.21700000000001,100 MILE HOUSE 6NE,0.4972210816182013,3.7898690700531006
802,610,1.2,6.521524327565458,-7.277127875163325,53.45,-109.2,BUTTE ST PIERRE,0.8155902332504553,1.0663741827011108
802,720,2.6,6.530706804739108,-2.4262533068727663,53.9667,-101.1,THE PAS A,1.250312737098794,1.5071451663970947
802,870,4.2,6.527474346337769,4.229992367547862,53.8333,-89.8667,BIG TROUT LAKE,1.4876999860632283,2.046135187149048
802,1209,6.6,6.526088218670024,19.216683889338345,50.2167,-66.2667,SEPT-ILES A,1.2600632566246257,3.7962253093719482
803,468,5.7,6.576161870116752,-13.555416375438215,52.129,-119.29,BLUE RIVER A,0.4997690253218778,8.266200065612793
803,548,1.8,6.564121184996623,-10.039006639652118,52.9833,-113.71700000000001,BRIGHTVIEW,1.3950754512177372,0.9351369142532349
803,588,2.1,6.5856745408813815,-8.260182462283357,53.35,-110.833,VERMILION A,1.6282550414728725,0.9347538352012634
803,1351,2.9,6.597500707225498,25.503301629128412,47.6167,-57.6167,BURGEO,0.9144772941012728,2.2983992099761963
805,354,1.6,6.6747472272446595,-18.602265614133806,50.5833,-126.93299999999999,ALERT BAY,0.5492891655922945,2.1111512184143066
805,1238,7.6,6.651074614591509,20.49928337364058,49.8351,-64.36443333,PORT MENIER composite,1.611467688735392,3.4181599617004395
806,1389,3.8,6.714805284597526,27.17979422671576,46.9167,-55.3833,ST LAWRENCE,1.5446885354112125,1.7829660177230835
809,349,1.0,6.867169200978581,-18.822471420345344,50.6803,-127.366,PORT HARDY A,0.37092871895316326,1.9539341926574707
809,572,1.7,6.849001617251035,-8.94303792876865,53.4833,-112.03299999999999,VEGREVILLE CDA,1.3182559731065382,0.9346511960029602
810,551,1.7,6.872797573742963,-9.888532509729613,53.3167,-113.583,EDMONTON INT'L A,1.3198159316723945,0.9335464835166931
811,1228,3.9,6.955154706028982,20.071145631038487,50.2833,-64.7833,RIVIERE AU TONNERRE,0.7649155048440077,3.6953155994415283
812,559,2.0,6.98369096721194,-9.527016403047012,53.5,-113.03299999999999,UNCAS,1.5594826810617686,0.929500937461853
814,437,3.2,7.063303973997932,-14.953217742857733,52.1836,-121.686,SPOKIN LAKE 4E,0.5553486479493723,4.17623233795166
815,432,3.2,7.133331673139345,-15.169367061339733,52.1831,-122.054,WILLIAMS LAKE A,0.7023448547085483,3.3021740913391113
815,489,2.8,7.097323706908893,-12.626067082342265,52.8833,-118.06700000000001,JASPER,0.5450353453724196,3.723349094390869
815,553,1.6,7.1153958025878365,-9.795709266970313,53.5733,-113.51799999999999,EDMONTON CITY CENTRE A,1.249141480163219,0.9283435940742493
815,554,1.8,7.123156419061693,-9.770329174268298,53.5862,-113.47929409999999,OLIVER TREE NURSERY composite,1.409752826706099,0.9254009127616882
815,1328,5.6,7.117358910371174,24.517097913492673,48.5333,-58.55,STEPHENVILLE A,1.5487245136842664,2.6206815242767334
816,545,1.4,7.165517526809998,-10.146227458310676,53.5475,-114.10799999999999,EDMONTON STONY PLAIN,1.0661453843256719,0.9517261385917664
816,622,1.2,7.135252540529704,-6.770535142688353,54.1333,-108.51700000000001,MEADOW LAKE A,0.6997399963004967,1.2429250478744507
817,336,0.6,7.217536626163485,-19.408809155479275,50.7822,-128.42700000000002,CAPE SCOTT,0.4813161228462049,0.9034855961799622
817,554,1.7,7.20031278290669,-9.74605025536421,53.6667,-113.46700000000001,EDMONTON NAMAO A,1.3283280197049787,0.9275642037391663
818,343,1.2,7.225774117220209,-19.07644773785695,50.9167,-127.95,BULL HARBOUR,0.357006735506456,2.436156749725342
818,713,1.9,7.265476171623048,-2.7271258170741155,54.6833,-101.68299999999999,FLIN FLON A,0.8746481910309529,1.5744199752807617
818,1417,1.7,7.251016002521476,28.45011299373771,46.74611667,-53.39608333,CAPE RACE (AUT) composite,0.8098598907599022,1.5213860273361206
820,1390,4.2,7.3432719055429,27.244436784751777,47.4306,-54.8428,BOAT HARBOUR,1.7215532221682717,1.7681912183761597
821,1331,8.7,7.362144133067964,24.62615250390588,48.7,-58.2333,GALLANTS,2.140012538836414,2.946478843688965
824,514,3.0,7.52710801321648,-11.51139931173636,53.5833,-116.46700000000001,EDSON A,2.036307898550654,1.0677711963653564
825,1032,2.7,7.55110484508539,11.40209725081259,53.6333,-77.7,LA GRANDE RIVIERE A,0.754701386740792,2.59291934967041
825,1399,1.7,7.574171644166242,27.635093055999413,47.43571429,-54.1762,ARGENTIA A composite,0.682920788299701,1.8041763305664062
826,599,1.7,7.579601901793152,-7.751283756222322,54.4167,-110.28299999999999,COLD LAKE A,1.1243598771285843,1.0958319902420044
826,1410,2.9,7.601455119667214,28.116150540572814,47.2167,-53.55,COLINET,1.2769945982367747,1.645922303199768
827,532,2.6,7.645226302241052,-10.733684917502696,53.8833,-115.25,RONAN,1.8671813685588943,1.009223222732544
827,1268,6.3,7.646599951001509,21.855483859627054,50.1833,-61.8167,NATASHQUAN A,1.2367519316115427,3.69197154045105
828,1332,4.5,7.670314249600299,24.67471781601549,48.95,-57.95,CORNER BROOK,1.0348877138815582,3.151517152786255
829,522,2.3,7.7132460076581975,-11.156081337022442,53.85,-115.96700000000001,SHINING BANK,1.4965590278733685,1.1138696670532227
829,1419,4.7,7.717138353829867,28.539548624607665,47.1,-52.9333,CAPE BROYLE,2.195392513995905,1.5516225099563599
830,1407,3.5,7.758143300668337,27.987996394216502,47.4163,-53.59278125,HARBOUR GRACE composite,1.4222826091259388,1.7835386991500854
833,667,2.2,7.903160812653753,-4.758247218746956,55.15,-105.26700000000001,LA RONGE A,1.0655126120085368,1.496457815170288
833,1348,6.2,7.890790861218801,25.37151188867836,48.8167,-56.8667,BUCHANS,1.5913335345610538,2.823780059814453
834,526,2.8,7.97302083337573,-10.980979499107141,54.1439,-115.787,WHITECOURT A,1.7046939185030505,1.1904523372650146
834,528,3.0,7.945925692469452,-10.914612003503843,54.1333,-115.667,WHITECOURT,1.8892146765002722,1.150907278060913
835,432,3.5,8.020634284705773,-15.164130981795742,53.0261,-122.51,QUESNEL A,0.582155644515124,4.357419013977051
837,1336,5.8,8.075391192008935,24.868387906174352,49.2167,-57.4,DEER LAKE A,1.3040951695280434,3.2234363555908203
837,1418,4.9,8.106864939483001,28.474338160291843,47.4667,-52.7167,PETTY HARBOUR,2.2917440133023317,1.5496383905410767
838,1416,4.1,8.126197355843289,28.409254978313303,47.5167,-52.7833,ST JOHN'S WEST CDA,1.8762449852257603,1.5837794542312622
839,1327,7.7,8.166239327159682,24.433605951924587,49.5,-57.9167,WOODY POINT,1.5968527423531207,3.4948315620422363
839,1335,4.2,8.163405045656338,24.820435529383964,49.3167,-57.4,CORMACK,0.9130355901329535,3.333972215652466
840,1416,4.6,8.230534649080468,28.377457088340115,47.6222,-52.7428,ST JOHN'S A,2.1207367950124194,1.572068452835083
842,763,2.4,8.306018505604065,-0.4898819825218631,55.8033,-97.8625,THOMPSON A,0.9462479807885366,1.8382588624954224
842,1124,4.2,8.299960359573916,15.44560701182247,53.2,-70.9,NITCHEQUON,0.9675189518415781,3.146228075027466
845,1392,4.0,8.455403278865548,27.32675373010038,48.35,-53.9017,LETHBRIDGE,1.2365994174935928,2.344398021697998
848,1324,5.0,8.568414912870594,24.31154833282076,49.9117,-57.7889,COW HEAD,0.9673693157792566,3.746088981628418
849,1366,3.5,8.611102176608682,26.155877500630655,49.0667,-55.3,RATTLING BRK NORRIS ARM,0.9186276088399841,2.76139760017395
850,345,1.5,8.650836671452103,-18.9954872190085,52.2617,-128.719,MCINNES ISLAND,0.36788478146448284,2.9551520347595215
850,1378,4.1,8.683901913262767,26.702849450200837,48.85947143,-54.5312,GLENWOOD composite,1.1539523280820358,2.575113534927368
851,1337,4.3,8.71890176481015,24.90090147023769,49.7667,-56.8833,SOPS ARM WHITE BAY,0.8389809516400932,3.7146401405334473
852,1350,4.0,8.736699349311783,25.49020065588056,49.5,-56.0833,SPRINGDALE,0.8835211714385605,3.281280994415283
852,1376,4.8,8.743890975982405,26.6323194328237,48.9464,-54.5769,GANDER INT'L A,1.3175966011193696,2.64033579826355
853,628,1.7,8.809364042689996,-6.468147253388817,55.8333,-108.43299999999999,BUFFALO NARROWS A,0.8915914464558973,1.381921648979187
855,436,2.9,8.871679997996239,-14.978951097074027,53.8908,-122.679,PRINCE GEORGE A,0.5650767218596309,3.719554901123047
855,804,3.0,8.876406118523924,1.2834890209619778,56.3575,-94.7106,GILLAM A,1.1066393039959361,1.9647873640060425
855,1177,7.0,8.894474268549919,17.832949980002578,52.9272,-66.8742,WABUSH LAKE A,1.450756457250366,3.4970667362213135
855,1348,10.7,8.896623657666789,25.39955778468893,49.6833,-56.0833,MIDDLE ARM,2.2775942773679,3.4049270153045654
856,313,0.8,8.9221102400567,-20.436114299632873,51.9333,-131.017,CAPE ST JAMES,0.37343061224902974,1.552674651145935
856,1323,4.6,8.917592883317909,24.275196665536356,50.2364,-57.5811,DANIELS HARBOUR,0.8556510455757421,3.8963820934295654
856,1369,4.9,8.920267481638986,26.294066602940795,49.2667,-54.8833,COMFORT COVE,1.2582357188629343,2.8225033283233643
857,545,2.8,8.961434607356354,-10.137658918282566,55.3,-114.78299999999999,SLAVE LAKE A,1.6928360422943587,1.1987911462783813
858,548,2.8,9.005041929741875,-10.025082300525899,55.3677,-114.61,WAGNER composite,1.7299736956813727,1.1730564832687378
858,1398,4.2,8.995449237262823,27.614971456792322,48.6672,-53.1142,BONAVISTA,1.44005886178103,2.1138269901275635
861,1022,3.3,9.143254450485722,10.963379553343792,55.2833,-77.75,KUUJJUARAPIK A,0.845079166470547,2.8301987648010254
863,1370,5.1,9.227860750135529,26.33760073397983,49.51111667,-54.5889,TWILLINGATE composite,1.311906259505421,2.8175249099731445
867,493,2.7,9.437642625030247,-12.46008114715757,55.1797,-118.885,GRANDE PRAIRIE A,1.5206453925218177,1.286874532699585
867,723,2.6,9.423099719603844,-2.2572180214763757,56.8639,-101.07600000000001,LYNN LAKE A,0.9855721236804595,1.9119887351989746
870,487,2.9,9.539950230363896,-12.7402776438216,55.2,-119.4,BEAVERLODGE CDA,1.6051696005581262,1.3094154596328735
