ilocy,ilocx,RL50 (mm),rlat,rlon,lat,lon,station_name,ratio,model_vals
573,1055,96.06516115,-3.5943430260810505,12.426968417175464,42.55,-80.05,LONG POINT,1.0426593050755717,109.8899917602539
574,1019,84.16569364,-3.582520318627976,10.833443896759782,42.8833,-82.1667,PETROLIA TOWN,0.9216680048926432,108.9168930053711
574,1035,92.17294888,-3.557698000558396,11.54904445218576,42.7683,-81.205,ST THOMAS WPCP,1.0099572859310673,108.85167694091797
575,1036,93.96891217,-3.5373457663372454,11.573609239792845,42.7833,-81.1667,ST THOMAS,1.0295253918479697,108.86337280273438
575,1048,102.8255566,-3.5104397352159835,12.106846549725875,42.7,-80.45,ST WILLIAMS,1.1228342257244581,109.22450256347656
576,1017,101.3715446,-3.4945859613826147,10.7134921602455,42.9922,-82.3047,SARNIA AIRPORT,1.1109421654482585,108.8326644897461
577,1027,87.27245218,-3.444290971925007,11.192629365271387,42.95,-81.65,STRATHROY,0.9576279326735172,108.69636535644531
577,1035,88.94540753000001,-3.4291800337642107,11.520109330603127,42.9,-81.20835,GLANWORTH CFPL,0.9727064995977167,109.06272888183594
578,1041,96.37404734,-3.385613864490602,11.782121626831206,42.8895,-80.8467,CULLODEN EASEY,1.0568408852098539,108.76399230957031
578,1043,87.67157937,-3.4001841550206433,11.87898434694812,42.8553,-80.7217,TILLSONBURG WWTP,0.96102879878956,108.80706024169922
578,1051,107.0007532,-3.3927339848551488,12.256924630609728,42.7833,-80.2167,PORT DOVER,1.1743690509643603,108.67180633544922
579,1046,92.38407212,-3.3628448895127754,11.999925006386508,42.8667,-80.55,DELHI CDA,1.0176557456451023,108.27566528320312
579,1050,104.6834932,-3.335374154899144,12.206799132067156,42.85,-80.2667,SIMCOE,1.1515179967522176,108.42816925048828
580,1030,94.57284719,-3.31504942834024,11.32856354313463,43.05,-81.4333,ILDERTON BEAR CREEK,1.0335280453738818,109.13871765136719
580,1033,87.08083279,-3.309585989467952,11.4395075442526,43.0333,-81.2833,LONDON SHARON DRIVE,0.9493764193202484,109.4003677368164
580,1035,83.48039501,-3.290371679059054,11.534368202439223,43.0331,-81.1511,LONDON INT'L AIRPORT,0.9114341528952865,109.24305725097656
580,1037,99.35296838,-3.3033197995587598,11.625518178228763,43.001999999999995,-81.0328,DORCHESTER,1.0862943408558567,109.08573913574219
580,1051,81.83475211,-3.2976268496041468,12.223659162002475,42.8833,-80.2333,WATERFORD,0.8992465556305679,108.54095458984375
581,1023,100.5210345,-3.252190168365689,11.000990223356801,43.1756,-81.8558,THEDFORD,1.1161046437991005,107.42037963867188
581,1041,107.9228693,-3.2495454340222203,11.802818962203162,43.0184,-80.7808,FOLDENS,1.1780185920920583,109.26875305175781
581,1061,101.03961679999999,-3.24842961664734,12.676476148716175,42.8333,-79.6167,DUNNVILLE PUMPING STN,1.1197837775447372,107.61979675292969
582,1047,95.9642589,-3.212954202677389,12.059352867936015,43.0008,-80.4278,SCOTLAND,1.0544488678551072,108.54720306396484
582,1053,85.99072752000001,-3.2076624573716073,12.322787317430699,42.95,-80.07499999999999,HAGERSVILLE,0.9460552168436526,108.41011047363281
584,1041,101.51058859999999,-3.13284052569434,11.785799537197978,43.1361,-80.7706,WOODSTOCK,1.102931292606869,109.77350616455078
584,1061,102.3009811,-3.1129198457261533,12.670873608801747,42.9667,-79.5833,CANBORO,1.1479748009261346,106.2874755859375
584,1067,97.87833748,-3.1397794599579134,12.927767317025122,42.8833,-79.25,PORT COLBORNE,1.0818704965014765,107.90608978271484
585,1028,91.01596384,-3.082002184631038,11.219360598915705,43.3,-81.5167,CENTRALIA A,0.9993227565511436,108.62916564941406
585,1071,97.11470886,-3.092690736879672,13.130240887970073,42.8833,-78.9667,FORT ERIE,1.0589226656028479,109.38440704345703
586,1026,107.00397029999999,-3.030893850334344,11.134815531368883,43.3667,-81.6167,DASHWOOD,1.1770945866027263,108.4234390258789
586,1028,103.7541875,-3.0305882642868083,11.22141346027362,43.35,-81.5,EXETER,1.1413454295313588,108.4234390258789
586,1038,116.287282,-3.0457259145980236,11.64611837890727,43.25,-80.9333,EMBRO INNES,1.2638457455302772,109.74198150634766
586,1050,81.47393118,-3.0533645399212452,12.1703238324863,43.1333,-80.2333,BRANTFORD MOE,0.8976609762770869,108.25325775146484
586,1066,88.16564659999999,-3.0352088239803825,12.895229197324136,42.9925,-79.2611,WELLAND,0.9870648834472346,106.53402709960938
587,1054,88.07821882,-2.9689855230488806,12.37546741076384,43.1717,-79.9342,HAMILTON A,0.9795310295933309,107.24695587158203
587,1065,82.08235893,-2.9977565306147875,12.83857535440109,43.0417,-79.325,RIDGEVILLE,0.926959444987551,105.61454772949219
588,1030,79.52434016,-2.9411848050342453,11.327074768748721,43.4167,-81.3333,CROMARTY,0.8780764762855189,108.0195541381836
588,1036,96.52482756,-2.9399160855948936,11.570910546325573,43.3689,-81.0047,STRATFORD WWTP,1.0514839679703845,109.4891357421875
588,1039,120.7378384,-2.9655222443285068,11.70377974128313,43.3167,-80.8333,TAVISTOCK,1.314203124704714,109.5760269165039
589,1051,90.1459215,-2.921194219220219,12.228510396755627,43.25,-80.1167,COPETOWN,0.9977246154438513,107.76309204101562
589,1054,102.33750649999999,-2.9034451403663266,12.386459465933243,43.2333,-79.9,HAMILTON PSYCH HOSPITAL,1.139931481234607,107.07565307617188
589,1060,106.6894909,-2.8827125579435258,12.631063788724624,43.2,-79.5667,GRIMSBY,1.20091780085099,105.96025848388672
589,1063,82.00074331,-2.8814408523657273,12.749338011556299,43.175,-79.40835,VINELAND RITTENHOUSE composite,0.9241975877171612,105.82483673095703
589,1065,79.44913659999999,-2.9123686280230396,12.875159428198218,43.1167,-79.25,ST CATHARINES POWER GLEN,0.8962040605142946,105.73455047607422
589,1068,97.53191752,-2.9173854087932836,13.001440493848675,43.0833,-79.0833,NIAGARA FALLS ONT HYDRO,1.0954711181967889,106.1892318725586
590,1026,98.57344436,-2.8416567006985223,11.146331813295236,43.55,-81.55,BRUCEFIELD,1.1071726507487745,106.18892669677734
590,1045,98.38588404,-2.8750681306212913,11.952354474205725,43.3536,-80.4736,ROSEVILLE,1.0761640869100906,109.04077911376953
590,1047,97.41804563,-2.8613922963281944,12.072491003501026,43.34165,-80.30835,CAMBRIDGE GALT MOE composite,1.0699190589096828,108.59832763671875
590,1054,103.3141554,-2.851997203751697,12.387474338992014,43.2833,-79.8833,HAMILTON RBG,1.1517315621060313,106.99000549316406
590,1056,78.14197683,-2.865988623708885,12.47770856611043,43.25,-79.7667,HAMILTON MUNICIPAL LAB,0.8747504455882346,106.54544067382812
590,1065,71.84961778,-2.8407110609692525,12.8523315093061,43.19165,-79.25835,PORT DALHOUSIE composite,0.810479785639811,105.73455047607422
590,1068,87.26410501,-2.8659312599719313,13.00191861867082,43.1333,-79.06665,NIAGARA FALLS composite,0.9801438249601094,106.1892318725586
591,1044,110.071028,-2.8011673019133108,11.916831758090757,43.4333,-80.5,KITCHENER,1.2026157549258754,109.16433715820312
591,1045,96.97079815,-2.821007126714072,11.98306561318483,43.4,-80.4167,PRESTON,1.0616364693983462,108.943115234375
591,1046,95.93122433,-2.827099284826556,12.034029762723039,43.3833,-80.35,PRESTON WPCP,1.0523922206731726,108.72189331054688
591,1050,78.43235956,-2.7935787686805056,12.188098556053486,43.3833,-80.1333,VALENS,0.8675818219359304,107.82500457763672
591,1053,94.38556564,-2.8325470237412183,12.320899701268427,43.3167,-79.9667,MILLGROVE,1.0508549576615915,107.12663269042969
591,1055,97.040020055,-2.806024436801799,12.402075125541376,43.325,-79.85,ALDERSHOT,1.0849109709848799,106.68206787109375
591,1066,70.94461035,-2.817509219258394,12.915619247015943,43.2,-79.1667,ST CATHARINES A,0.8006128611560377,105.68941497802734
592,1043,92.25674693,-2.7548173961608056,11.89447541818677,43.4833,-80.5167,WATERLOO WPCP,1.0068405384707224,109.28790283203125
592,1046,95.61993596,-2.767016061611644,11.996249233882299,43.45,-80.3833,WATERLOO WELLINGTON A,1.0499203608003405,108.62423706054688
592,1055,87.0477194,-2.7736996857107905,12.432155288103388,43.35,-79.8,BURLINGTON,0.9739786238749233,106.59642028808594
594,1023,72.51373989,-2.6994273970185545,11.007078534125355,43.7167,-81.7,GODERICH TOWNSHIP,0.8289482394200287,104.33440399169922
594,1048,87.84749892,-2.678758807082275,12.088575212626084,43.5167,-80.2333,GUELPH OAC,0.9702746678927221,107.9864730834961
595,1028,101.2824329,-2.6528716485811477,11.23121942537366,43.7183,-81.3836,BLYTH,1.1339865231297859,106.52729034423828
595,1048,89.56369645,-2.643659519903253,12.093245084716763,43.55,-80.2167,GUELPH ARBORETUM,0.9899846045019339,107.90416717529297
595,1057,98.81251556,-2.617091601702627,12.521162503880932,43.4833,-79.6333,OAKVILLE SOUTHEAST WPCP,1.1053367617843106,106.6232681274414
596,1039,96.23933566,-2.58781526238027,11.715347118043752,43.6839,-80.7103,GLEN ALLAN,1.0557949588628428,108.71955871582031
597,1057,106.1255756,-2.5384046279894097,12.49095675589736,43.5667,-79.65,ERINDALE,1.189233855304465,106.43572998046875
597,1058,71.81490447,-2.5250905755972433,12.549884388413581,43.5667,-79.5667,LAKEVIEW MOE,0.8050929640150473,106.39058685302734
598,1044,82.18705204,-2.5203148049109165,11.946180500656526,43.7017,-80.3789,FERGUS MOE,0.9023887698708577,108.62864685058594
598,1045,103.3034004,-2.4806352869286536,11.973562357271483,43.7347,-80.3303,FERGUS SHAND DAM,1.135305597080772,108.52667236328125
598,1053,82.82307268,-2.5031706747586946,12.31280182233183,43.64,-79.8792,GEORGETOWN WWTP,0.9241614711265218,106.8902587890625
599,1025,92.04043511,-2.442376887557362,11.10292505991431,43.95,-81.5,LUCKNOW,1.0469118679467464,104.85839080810547
599,1031,106.47750159999998,-2.4773786787109904,11.366001661149262,43.8633,-81.1522,WROXETER,1.1829284661153125,107.35790252685547
599,1041,97.21921999999999,-2.436352198184078,11.789275265423518,43.8167,-80.5667,ARTHUR,1.0702996061560592,108.33815002441406
599,1055,89.96475293,-2.44880440259322,12.433612549142065,43.6667,-79.7,BRAMPTON MOE,1.0067339531914103,106.58407592773438
599,1058,92.87359687,-2.4411792630592632,12.543245070459838,43.65,-79.55,TORONTO ISLINGTON,1.043013501196623,106.20304870605469
599,1061,78.18772389,-2.4371144169958994,12.657472533066505,43.6286,-79.395,TORONTO ISLAND A,0.8799834211652391,105.9738540649414
600,1054,81.78822351,-2.397004874660827,12.36020391446482,43.7333,-79.7833,HEART LAKE,0.91355573166669,106.78011322021484
600,1057,77.2057132,-2.4275243009702034,12.480315141272046,43.6772,-79.6306,TORONTO LESTER B. PEARSON INT'L A,0.8664452407578455,106.27790069580078
600,1059,75.478257605,-2.4102341948381794,12.604257858488314,43.666650000000004,-79.45835,TORONTO NORTHCLIFFE,0.848765991054328,106.06413269042969
600,1060,81.76522242,-2.4007826199030635,12.645432657636889,43.6667,-79.4,TORONTO,0.9198554355943791,106.01899719238281
601,1060,75.45874934,-2.3493487815878997,12.646042477641133,43.7167,-79.3833,TORONTO SUNNYBROOK,0.8496593856478474,105.92522430419922
601,1062,90.30891751,-2.3751603568431983,12.719985388831232,43.675,-79.29169999999999,TORONTO ASHBRIDGES BAY,1.017738477127123,105.83494567871094
602,1044,84.99472309,-2.3358602778749833,11.939964180370309,43.8833,-80.3333,GRAND VALLEY WPCP,0.9363452117365764,108.26563262939453
602,1045,70.21900724,-2.328222542174664,11.975212371438946,43.8833,-80.2833,WALDEMAR,0.7742976956865939,108.16365814208984
602,1053,72.44433948,-2.327916851748337,12.32637283896129,43.8081,-79.8081,SANDHILL,0.8074877515415737,107.00477600097656
602,1057,82.66783530000001,-2.3047577771646526,12.491695060058282,43.79443333,-79.57776667,PINE GROVE composite,0.9272446326679454,106.33515930175781
602,1058,76.73958581,-2.3424581499935613,12.564088604054371,43.74165,-79.49165,TORONTO BEVERLEY HILLS composite,0.8621075826472183,106.16775512695312
603,1037,79.36151152,-2.300804570575231,11.625346633334846,43.9833,-80.75,MOUNT FOREST,0.8818208830344474,107.34064483642578
603,1043,86.28926219,-2.2644885750578165,11.875340169110592,43.9667,-80.4,MONTICELLO,0.9505079847316342,108.27685546875
603,1048,79.40067566,-2.2636477744192036,12.106430139619064,43.9184,-80.0864,ORANGEVILLE MOE,0.8787656876410783,107.7669906616211
603,1059,89.65966455,-2.28738538123823,12.588139452558927,43.79,-79.44225,THORNHILL GRANDVIEW,1.008572655437448,106.02897644042969
603,1062,84.97252322,-2.2736596520834964,12.715130002600292,43.775,-79.2667,TORONTO AGINCOURT composite,0.9592997916448438,105.64739990234375
604,1022,77.42551459,-2.241321589381504,10.972174998558373,44.1728,-81.6233,KINCARDINE,0.8906593826585765,103.68289184570312
604,1050,93.23328434,-2.2279269965201567,12.199222648857255,43.9333,-79.95,GLEN HAFFY MONO MILLS,1.0346873250885322,107.4722900390625
604,1052,80.87051695,-2.217786244427628,12.283130732732936,43.925,-79.8333,ALBION composite,0.8991937998307834,107.26834106445312
604,1058,88.02308234,-2.2191914771302206,12.542181844937833,43.8667,-79.4833,MAPLE,0.9883355682179088,106.22501373291016
605,1030,106.48760779999999,-2.2125989877871954,11.31309692936489,44.1333,-81.15,WALKERTON,1.2030132582147157,105.5755386352539
605,1033,96.75170074,-2.20819786821322,11.417963386519043,44.1164,-81.0058,HANOVER,1.0839142089045577,106.4629135131836
605,1054,64.91023945,-2.2048972760860535,12.378710027819109,43.9167,-79.7,COLD CREEK,0.7240161100428507,106.93001556396484
605,1059,82.86498502,-2.207220597430798,12.571084151500795,43.87195,-79.44055,RICHMOND HILL composite,0.9315775121918831,106.0929946899414
605,1060,92.30855289,-2.2053809803339703,12.62287891217746,43.8622,-79.37,TORONTO BUTTONVILLE A,1.039383210956988,105.92559051513672
605,1064,91.47589355,-2.211315686498359,12.799597209145535,43.8167,-79.1333,ROUGE PARK,1.0338549945090625,105.5313949584961
605,1065,80.92219646,-2.2031377737509596,12.83476214134095,43.8167,-79.0833,FRENCHMANS BAY,0.9139425202376177,105.60474395751953
607,1026,103.8979022,-2.1129955462159336,11.13405684862998,44.2667,-81.3667,PAISLEY,1.1965777342161439,103.56201934814453
607,1035,91.15528733,-2.1149689069622255,11.537186256050747,44.1833,-80.8167,DURHAM,1.0261589236407964,105.95022583007812
607,1040,82.81972426,-2.086565409940424,11.75125646889718,44.1667,-80.5167,PROTON STATION,0.9253959871062284,106.74334716796875
607,1058,84.47560535,-2.1190340160861534,12.531616258363709,43.9667,-79.4667,OAK RIDGES,0.9470455883014557,106.38859558105469
607,1061,81.48996953,-2.084160802863321,12.683738271548572,43.9667,-79.25,STOUFFVILLE WPCP,0.9179070181050393,105.88638305664062
607,1064,76.90769613,-2.1179287186862354,12.833361720679205,43.9,-79.05835,GREENWOOD MTRCA composite,0.8684687534404852,105.6209945678711
607,1068,80.35589717,-2.113258297105187,12.998996944329729,43.8667,-78.8333,OSHAWA WPCP,0.9052343911855042,105.87449645996094
608,1038,85.11509492,-2.068590235243496,11.658569176059126,44.2036,-80.6378,PRICEVILLE,0.9576124827401093,106.01112365722656
608,1052,107.61229920000001,-2.0391562803469707,12.280060820014448,44.1,-79.7833,BEETON,1.1991803584703522,107.03160858154297
608,1055,76.19363731,-2.07532116856368,12.423288218542075,44.0333,-79.6,BRADFORD MUCK RESEARCH,0.8506605119276711,106.83094787597656
608,1057,70.39071704,-2.07826530969464,12.48541277998624,44.0167,-79.5167,KING SMOKE TREE,0.787428164420696,106.62010192871094
608,1061,71.09912085,-2.0544146654181143,12.664530698492863,44.0,-79.2667,STOUFFVILLE,0.8003794495543125,105.95048522949219
608,1064,73.28205953,-2.070603023094232,12.816132557622362,43.95,-79.0667,CLAREMONT,0.8270248622181231,105.68509674072266
608,1071,72.13615007,-2.0368723211683046,13.104326222048623,43.9167,-78.6667,BOWMANVILLE MOSTERT,0.8118833446200179,105.97269439697266
609,1050,88.95522499,-2.0028898354841,12.2065379573681,44.1514,-79.8722,ALLISTON NELSON,0.9898619093781147,107.18437957763672
610,1044,74.25285724,-1.9760494649194833,11.947538420972878,44.2333,-80.2167,REDICKVILLE,0.8239992889064582,107.47834777832031
610,1046,79.84610155,-1.9632896096268049,12.005951269358317,44.2333,-80.1333,RUSKVIEW,0.8866873944971463,107.40335083007812
610,1058,93.48886442,-1.9837324663442533,12.525369102391949,44.1,-79.4333,SHARON,1.0462902274553794,106.57181549072266
610,1069,85.0055766,-1.9506957967676675,13.034488807523276,44.0167,-78.7333,TYRONE,0.9562786654610137,106.02239227294922
610,1071,80.25786479,-1.9798754685787485,13.127739857564736,43.9667,-78.6167,ORONO,0.9016212164854347,106.16909790039062
611,1033,88.90485173,-1.9208176300440867,11.431423879128285,44.395,-80.9056,CHATSWORTH,1.019856703448699,103.97309112548828
611,1053,75.55929115,-1.9211289341184725,12.318754222071837,44.2067,-79.6947,COOKSTOWN,0.8439654507474669,106.78195190429688
611,1063,85.85809269,-1.9136860189256377,12.754947442719953,44.1167,-79.1,UXBRIDGE 2,0.9675038493698607,105.84325408935547
611,1068,85.27666362,-1.9456140465990561,12.98396334043673,44.0333,-78.8,BURKETON MCLAUGHLIN,0.9594045738350023,106.01396179199219
611,1076,81.57320743,-1.939784656908483,13.365091062940595,43.95,-78.2833,PORT HOPE,0.9123709906936215,106.63768768310547
611,1078,81.92455446,-1.9064779158935732,13.431092717642924,43.9667,-78.1833,COBOURG STP,0.9146340049832551,106.8320083618164
612,1025,85.59566635,-1.8843523018031803,11.087648019482387,44.5,-81.3667,SOUTHAMPTON,0.9894155471694183,103.18289184570312
612,1057,68.61958025,-1.8646432745331851,12.522649959858231,44.2167,-79.4,RAVENSHOE,0.7683241241081913,106.52173614501953
613,1028,91.92879088,-1.8353251431644337,11.230341090007814,44.5195,-81.157,TARA,1.0679071869415555,102.67215728759766
614,1035,93.28947274,-1.7764356088981166,11.526816452956782,44.5167,-80.7333,WALTERS FALLS,1.075854166849968,103.42222595214844
614,1050,81.10549509,-1.800398130737639,12.202123436529773,44.35,-79.8167,ESSA ONT HYDRO,0.9058418542934433,106.79048156738281
614,1061,102.3608453,-1.7816353282292943,12.679022862516934,44.2625,-79.1614,UDORA,1.1494806690661754,106.2103500366211
615,1031,84.52065142,-1.7405275891997007,11.373576723747828,44.5833,-80.9333,OWEN SOUND MOE,0.9837805242604961,102.47059631347656
615,1043,95.16949912,-1.7317865523522165,11.894259862807445,44.4833,-80.2167,COLLINGWOOD,1.0621295965803084,106.86978149414062
615,1052,93.10648758,-1.7553657751343468,12.285118537724797,44.3758,-79.6897,BARRIE WPCC,1.042406032036332,106.53141021728516
615,1070,106.62247859999998,-1.7395011092485384,13.057972763569062,44.2167,-78.6333,JANETVILLE,1.1965692464554023,106.2785415649414
616,1039,89.53586886,-1.6839926466563786,11.687924428012861,44.5736,-80.4853,THORNBURY SLAMA,1.0200188506755419,104.69441223144531
616,1051,93.40905361,-1.6950125327746375,12.21516992426389,44.45,-79.7667,MIDHURST,1.0491610859442357,106.18946838378906
616,1053,76.46014469,-1.7233069520001558,12.319592020167152,44.3995,-79.6328,SHANTY BAY,0.8594136297635699,106.11273956298828
616,1086,88.52447743,-1.7037724583668714,13.763648867181702,44.0833,-77.6667,SMITHFIELD CDA,0.9769831542934907,108.07144165039062
616,1093,80.85412881,-1.7237798486929978,14.090388568762807,43.9833,-77.23335,BLOOMFIELD composite,0.8852582861463607,108.93485260009766
617,1074,80.8422971,-1.6786484471005159,13.239909508912735,44.2333,-78.3667,PETERBOROUGH A,0.9082886478210244,106.15718841552734
617,1086,76.16465298,-1.643577000572036,13.79787134082701,44.1333,-77.6,TRENTON ONT HYDRO,0.8421746616218931,107.86634063720703
617,1087,88.75696481,-1.647919910661428,13.848380542642577,44.1167,-77.5333,TRENTON A,0.9787999205958188,108.15414428710938
617,1091,88.81251605,-1.6694849297937964,14.02564779032217,44.052,-77.3017,MOUNTAINVIEW,0.9742275943929279,108.72975158691406
617,1094,86.55532862,-1.6734444404721234,14.151747243967074,44.0167,-77.1333,PICTON,0.9450074872118326,109.2428970336914
618,1028,92.07998776,-1.6065279350677362,11.219407227076683,44.7458,-81.1072,WIARTON A,1.0739964666458874,102.25794219970703
618,1067,88.72680478,-1.631494330265774,12.952785824893478,44.34613333,-78.7412,LINDSAY composite,1.001444412014154,105.67266082763672
618,1073,82.31718719999999,-1.6032073730143017,13.197082143363279,44.3167,-78.4,PETERBOROUGH DOBBIN TS,0.9271738660878366,105.89220428466797
618,1074,86.30370196999999,-1.6216103317267434,13.262919317046434,44.2833,-78.3167,PETERBOROUGH,0.9711845249933546,105.98937225341797
619,1082,94.09400284,-1.5653558578382107,13.63028080148733,44.25,-77.8,MEYERSBURG,1.05332073701229,106.54570770263672
619,1089,85.56813099,-1.5905322191931184,13.936456970299941,44.1506,-77.3947,BELLEVILLE,0.9421928814930283,108.3195571899414
620,1063,69.97713184,-1.5322733690840016,12.776043927828349,44.4833,-78.95,LORNEVILLE,0.7945113016950899,105.0487060546875
620,1074,75.15898513,-1.5377497104263818,13.254811521010158,44.3667,-78.3,PETERBOROUGH TRENT U,0.8484587099687466,105.65373229980469
620,1082,77.16832332,-1.5168489583647542,13.6181487294707,44.3,-77.8,CAMPBELLFORD,0.865333366971247,106.36292266845703
620,1086,72.38078482,-1.546624435914678,13.773362857051204,44.2333,-77.6,FRANKFORD MOE,0.8045966935911362,107.29505157470703
620,1098,83.34116407,-1.5414624437518731,14.327793343245277,44.1,-76.85,CRESSY,0.9080036964824373,109.47289276123047
621,1053,93.19016313,-1.482639995608944,12.333780086468824,44.6311,-79.5389,COLDWATER WARMINSTER,1.0665280386383351,104.21553039550781
621,1055,98.9513398,-1.485903340885187,12.41565220318502,44.60975,-79.4278,ORILLIA BRAIN composite,1.1335994999067671,104.11101531982422
621,1085,82.96017002,-1.4715976940500957,13.729815892303618,44.3167,-77.6333,STIRLING,0.926068135539611,106.84675598144531
622,1066,96.08987757,-1.448091827132868,12.915000490683541,44.5333,-78.7333,FENELON FALLS,1.0931091968495885,104.84524536132812
623,1047,83.50233242,-1.41144826521158,12.072602129751347,44.7578,-79.8753,MIDLAND WATER POLLUTION CONTROL PLANT,0.9615529564516165,103.57621765136719
623,1102,75.21830238,-1.3803565049833204,14.473210899310928,44.2186,-76.5967,KINGSTON A,0.8223994601159438,109.08759307861328
624,1056,77.53057139,-1.3341925385458926,12.449851821131842,44.75,-79.3333,WASHAGO,0.8946168676521469,103.36429595947266
625,1103,79.44473415,-1.325248066461812,14.537425218284389,44.2553,-76.4903,KINGSTON ONT HYDRO composite,0.8704421727227846,108.85787200927734
626,1096,78.53711337,-1.2584926692926106,14.210738204995435,44.4034,-76.9078,CENTREVILLE,0.8653769215203685,108.24411010742188
626,1100,78.86303613,-1.2409090641082363,14.421303583215595,44.3667,-76.6167,CATARAQUI TS,0.8671257089315734,108.47410583496094
626,1102,87.81200082,-1.2516890253689585,14.510561931232607,44.3333,-76.5,GLENBURNIE,0.9648303555440134,108.55193328857422
627,1089,88.54078643,-1.232284837596122,13.926956730729524,44.5,-77.2833,TWEED,0.987271619584771,106.96492004394531
627,1099,74.71934994,-1.1950455367128394,14.354715693013972,44.4281,-76.6903,HARTINGTON IHD,0.822889340868842,108.2994613647461
628,1017,76.63628577,-1.1908932056730572,10.731416158148985,45.25,-81.6667,TOBERMORY,0.9060180297770921,100.88631439208984
628,1097,81.98746766,-1.1556108787104316,14.287874438203755,44.4833,-76.7667,BELLROCK,0.9048732144579631,108.06732177734375
629,1049,89.45212962,-1.1290949312283467,12.148845703362857,45.0167,-79.6833,RAGGED RAPIDS,1.0477631440429238,101.82682800292969
629,1055,78.98273045,-1.1177117079756498,12.424309244301325,44.9667,-79.3,MUSKOKA A,0.9157602935150234,102.86911010742188
631,1064,82.93163986,-1.0562070565687953,12.833953903344092,44.9333,-78.7167,MINDEN,0.9539683422014242,103.68619537353516
631,1099,90.69686806,-1.0506547599153988,14.358492556784078,44.5667,-76.6333,GODFREY,1.0044808115084163,107.69245910644531
632,1108,95.43835356,-0.9970343098368244,14.75008258088223,44.5167,-76.0833,LYNDHURST SHAWMERE,1.0414076667370615,109.30419158935547
633,1053,81.7122497,-0.9698112182699703,12.323925613550314,45.1333,-79.39165,BEATRICE composite,0.9499545989530921,102.59329223632812
633,1066,86.65891096,-0.9694185992946747,12.910286121011362,45.0,-78.5833,HALIBURTON A,0.9951373564177648,103.86395263671875
633,1067,78.11682629,-0.929498972966488,12.938661086656456,45.0322,-78.5311,HALIBURTON 3,0.8953475932300994,104.06089782714844
634,1010,66.05441484,-0.9112210432501607,10.426027277235224,45.5833,-82.0167,SOUTH BAYMOUTH,0.7778431599377154,101.28484344482422
634,1106,76.1306475,-0.9099201872014727,14.68941089128236,44.6167,-76.1333,DELTA,0.8382741473922563,108.31986236572266
634,1111,79.70923221,-0.9111170728353086,14.874350186106522,44.5667,-75.8833,MALLORYTOWN GRAHAM LAKE,0.8647266073712496,109.94220733642578
635,1043,83.11284142,-0.8686446011394773,11.862020226283407,45.3333,-80.0,PARRY SOUND,0.9963652247036475,99.49109649658203
635,1114,90.83710719,-0.8410225767975853,15.002725480169827,44.6,-75.68335,BROCKVILLE composite,0.9803198211150352,110.51727294921875
636,1060,70.48072394,-0.8155861240598921,12.61988479689368,45.2167,-78.9333,DORSET MOE,0.8184576554156556,102.70906829833984
636,1077,81.70414212,-0.7977935966949975,13.401947020230818,45.05,-77.85,BANCROFT,0.9240704834521055,105.4565658569336
