ilocy,ilocx,annual_rain (mm),rlat,rlon,lat,lon,station_name,ratio,model_vals
664,1140,795.0,0.43899501354061177,16.174297228821235,45.5,-73.5833,MONTREAL MCGILL,1.0329693988555657,892.613525390625
664,1147,888.0,0.4368054058190625,16.505448072721734,45.4,-73.1333,MARIEVILLE,1.092152238541526,943.0040893554688
665,1122,808.0,0.47413946072924174,15.360941354284124,45.7667,-74.6833,BELL FALLS,1.0619627251357735,882.44140625
665,1169,852.0,0.4860499102898444,17.47520195436037,45.15,-71.8,COATICOOK,0.903889000008277,1093.2218017578125
666,1099,724.0,0.5043901353927333,14.364356559816647,46.0667,-76.05,WRIGHT,1.016068205816076,826.41748046875
666,1115,839.0,0.5248360328681333,15.056181318654785,45.9,-75.0833,CHENEVILLE,1.0971801926717004,886.885986328125
666,1132,828.0,0.5070676872066261,15.82450983689447,45.6667,-74.0333,MONTREAL/MIRABEL INT'L A,1.1077437351568467,866.91162109375
666,1134,859.0,0.521333283639665,15.929713258832273,45.65,-73.8833,STE THERESE OUEST,1.1413983993522137,872.8501586914062
666,1140,806.0,0.5096029715104798,16.177041274113947,45.5667,-73.55,MONTREAL JAR BOT,1.0400847330516412,898.773193359375
666,1142,783.0,0.4892824791896059,16.280985270212184,45.5167,-73.4167,MONTREAL/ST-HUBERT A,1.006380943863573,902.3668823242188
666,1154,930.0,0.5088716677241474,16.78949405383804,45.3833,-72.7167,GRANBY,1.0781240205895768,1000.4560546875
666,1164,866.0,0.5272872692490097,17.226791433609083,45.2667,-72.1167,MAGOG,0.9287815757101391,1081.404296875
666,1273,1078.0,0.5167730618197578,22.051543718913305,43.5833,-65.7833,CHARLESVILLE,0.8807207908841983,1419.594482421875
667,1122,859.0,0.5638691760593662,15.371051221689562,45.85,-74.6333,HARRINGTON FOREST FARM,1.1165580502330164,892.2686767578125
668,1049,712.0,0.6116695306403618,12.166449577432108,46.7097,-79.1011,BARRAGE TEMISCAMINGUE,1.0883751949347378,758.726318359375
668,1134,824.0,0.6010668967911882,15.905599013800273,45.7333,-73.8833,ST JANVIER,1.0860531328135217,879.9539184570312
668,1161,910.0,0.6214263288690471,17.08527176163669,45.4,-72.2667,BONSECOURS,0.997623048374397,1057.934326171875
668,1174,906.0,0.6002534616609015,17.66009565819819,45.2,-71.5,ST MALO D AUCKLAND,0.9601222739558825,1094.423583984375
669,1105,740.0,0.6294942402076487,14.629625176502387,46.1167,-75.6333,NOTRE DAME DU LAUS,1.0085975516094214,850.9373779296875
669,1121,868.0,0.6630918936454672,15.354070717420718,45.95,-74.6167,ARUNDEL,1.120852415227937,898.162841796875
669,1131,823.0,0.6313835144540892,15.775006468895526,45.8,-74.05,ST JEROME,1.0850698741478049,879.6824340820312
669,1140,843.0,0.6472925145879969,16.171309964048906,45.7,-73.5,RIVIERE DES PRAIRIES,1.0859794042119706,900.3052368164062
669,1143,814.0,0.656721337784319,16.31464737135314,45.6667,-73.3,ST AMABLE,1.043126212155325,905.0474243164062
669,1146,861.0,0.6436379439510136,16.440798499950514,45.6167,-73.1333,STE MADELEINE,1.080146575308306,924.4943237304688
669,1150,860.0,0.6413453724906322,16.600395614683634,45.5667,-72.9167,ST HYACINTHE 2,1.0422465595811443,956.9996337890625
669,1266,1093.0,0.6616967255468574,21.753266688790557,43.8308,-66.0886,YARMOUTH A,0.88930465537869,1425.45458984375
670,1138,824.0,0.6746081217094909,16.08989611417244,45.75,-73.6,MASCOUCHE,1.062720648210528,899.273681640625
670,1167,787.0,0.6886805319462729,17.390734475406397,45.3689,-71.8236,LENNOXVILLE,0.8445551801035138,1080.7630615234375
671,1098,687.0,0.7391769186864998,14.331629182838835,46.3018,-76.0061,MANIWAKI UA,0.9635378300271324,826.9357299804688
671,1141,786.0,0.738457158552364,16.240560473908765,45.7667,-73.3667,VERCHERES,1.0134190172328097,899.5333862304688
671,1172,860.0,0.7509101223247516,17.58498768439471,45.3667,-71.5333,SAWYERVILLE NORD,0.9139534500453166,1091.335205078125
671,1177,858.0,0.7466163410806257,17.833708203941363,45.2833,-71.2,CHARTIERVILLE,0.9149721703714455,1087.5849609375
671,1267,1190.0,0.7390764935272756,21.803607253579266,43.8833,-65.9833,TUSKET,0.9642195146769965,1431.379638671875
672,1001,568.0,0.763261470095727,10.043311020684829,47.3,-82.1,BISCOTASING,0.9318080004534329,706.9776611328125
672,1140,760.0,0.7652575197208127,16.182646599358296,45.8094,-73.4347,L'ASSOMPTION,0.9807393777683511,898.7600708007812
672,1165,876.0,0.7695743040876517,17.270669708561627,45.4833,-71.95,BROMPTONVILLE,0.9522188911407721,1066.96728515625
672,1169,845.0,0.7807929838028224,17.463999638422727,45.4333,-71.6833,SHERBROOKE A,0.9055744730109356,1082.221923828125
673,1126,812.0,0.8244980392844867,15.547958374592634,46.05,-74.2833,STE AGATHE DES MONTS,1.0333215710167274,911.39013671875
673,1131,859.0,0.816943782864911,15.7555788147033,45.9833,-74.0,ST HIPPOLYTE,1.1143793629711527,894.0131225585938
673,1175,894.0,0.8346508683116245,17.729731104041047,45.4,-71.3,WEST DITTON,0.9544056608749993,1086.3963623046875
673,1278,1315.0,0.8218847383402543,22.2639114816193,43.7833,-65.35,ROSEWAY,1.0683222383288817,1427.6024169921875
674,1122,788.0,0.8491240652997035,15.396000438483899,46.1167,-74.4833,ST FAUSTIN,0.9862513941124209,926.6641845703125
674,1137,811.0,0.8692421461964197,16.042427016078804,45.95,-73.5833,ST JACQUES,1.048658044288259,896.9552001953125
674,1147,890.0,0.8463890909946689,16.47479579678509,45.8,-73.0,FLEURY,1.1118289992123647,928.4014282226562
674,1153,890.0,0.8636001331270774,16.74986518653635,45.7333,-72.6167,ST NAZAIRE,1.0644859225340284,969.692138671875
674,1161,906.0,0.8721972789522209,17.10200910922875,45.6333,-72.1333,RICHMOND,1.0109209051685948,1039.428955078125
674,1178,958.0,0.8834959655618496,17.87385061537259,45.4,-71.0833,NOTRE DAME DES BOIS,1.0273649300411638,1081.4951171875
675,1045,655.0,0.917660245635942,11.979386771404783,47.05,-79.2667,KIPAWA LANIEL,0.9962942101136201,762.495849609375
676,1139,794.0,0.9636319823370622,16.122458232313356,46.0167,-73.4333,JOLIETTE VILLE,1.0291881912473986,894.7660522460938
676,1150,833.0,0.9747855116695645,16.604689994654365,45.8833,-72.7667,ST GUILLAUME,1.0221895472006115,945.1426391601562
676,1170,780.0,0.9489281006476226,17.494131786612147,45.5833,-71.5667,BISHOPTON,0.841670266698736,1074.8216552734375
677,881,581.0,0.9978671020460085,4.707577833482668,48.2833,-89.9167,WHITEFISH LAKE,1.0398846379989686,647.9996337890625
677,1112,800.0,1.005526645700237,14.918558559991391,46.4,-75.0833,NOMININGUE,1.0526116697080012,881.466064453125
677,1167,921.0,0.9912789287134749,17.357229033844433,45.6667,-71.7333,ST CAMILLE WOLFE,1.0067951813004572,1060.968017578125
677,1269,1240.0,0.983382022873791,21.87147373328118,44.0833,-65.7667,KEMPTVILLE,1.0046825592867108,1431.451416015625
678,1117,829.0,1.0340555599277181,15.137667577989024,46.3667,-74.7667,LA MACAZA,1.0710490582333707,897.6953125
678,1142,789.0,1.0468615131981447,16.278382023454203,46.05,-73.1833,BERTHIERVILLE,1.0252964424990354,892.5064086914062
678,1143,802.0,1.0447050148731867,16.327496188013978,46.0333,-73.1167,SOREL,1.0372786390025952,896.7321166992188
678,1154,841.0,1.0348232563982545,16.79264234742965,45.8833,-72.4833,DRUMMONDVILLE,1.0113378076636774,964.45849609375
678,1172,895.0,1.0408049695193322,17.61091405605013,45.6333,-71.3667,LINGWICK,0.9620631070688558,1078.954833984375
678,1177,917.0,1.0494863716117762,17.79263385317223,45.5833,-71.1167,MILAN,0.9957461058861502,1068.081787109375
679,884,574.0,1.0786265168121942,4.855987512171448,48.35,-89.6833,FLINT,1.0428124145900153,638.39501953125
679,959,708.0,1.1072814606393633,8.146944438375767,47.9667,-84.7833,WAWA A,1.0938816291005076,750.6659545898438
679,1104,770.0,1.0783665501697681,14.56388649802228,46.5667,-75.55,MONT LAURIER,1.0622423810022503,840.7190551757812
679,1125,824.0,1.0965686071050356,15.527155320077936,46.3167,-74.2,ST DONAT,1.043879006582656,915.5052490234375
679,1135,858.0,1.1048802078623199,15.95810005194841,46.2,-73.6,STE BEATRIX,1.114611129502319,892.7866821289062
680,890,547.0,1.1206948848156557,5.08967868562008,48.3694,-89.3272,THUNDER BAY A,1.0032707205762366,632.3433837890625
680,981,557.0,1.1215982693691606,9.121374066660865,47.82,-83.3467,CHAPLEAU A,0.9271467982694108,696.7716674804688
680,1147,812.0,1.1514404604556916,16.500102870276372,46.0833,-72.8333,PIERREVILLE,1.0249010585047547,918.8780517578125
680,1180,800.0,1.121857502574631,17.95280611454204,45.6,-70.8667,LAC MEGANTIC 2,0.8775923410516044,1057.2579345703125
681,820,554.0,1.17242148420654,2.0045267189053573,48.6333,-93.9667,BARWICK,1.1013824536239545,583.3851928710938
681,828,576.0,1.171307503113004,2.3685206274323862,48.6167,-93.4167,FORT FRANCES,1.1149389666430303,599.1770629882812
681,891,551.0,1.1573216797755594,5.148713936942937,48.4,-89.2333,THUNDER BAY WPCP,1.013697860836305,630.4154663085938
681,1041,611.0,1.1847574110401833,11.80195308999552,47.35,-79.4333,VILLE MARIE,0.9455370377716644,749.45654296875
681,1132,806.0,1.1542596729610621,15.834532095958147,46.2833,-73.75,ST COME,1.040490952364068,898.4223022460938
682,828,586.0,1.2040678231957311,2.3560277919814805,48.65,-93.4333,FORT FRANCES A,1.134583557143254,599.0249633789062
682,1171,878.0,1.2266660646602863,17.53613370742735,45.8333,-71.3833,GARTHBY,0.9546879224631328,1066.6375732421875
682,1263,1118.0,1.2260693338535873,21.62925982666031,44.4,-65.95,WEYMOUTH FALLS,0.926725670159197,1399.1826171875
683,813,535.0,1.2450305823457917,1.7044929060086724,48.7167,-94.4167,SLEEMAN,1.0925977894905115,567.9070434570312
683,1161,916.0,1.2763094335797933,17.104104129505625,46.0167,-71.95,ARTHABASKA,1.045533921264361,1016.1109619140625
683,1178,868.0,1.2606717705989359,17.84366708527203,45.7667,-70.95,ST SEBASTIEN,0.9559594057580869,1053.0865478515625
683,1281,1301.0,1.2610336342032678,22.40401598304577,44.1333,-64.9333,LIVERPOOL BIG FALLS,1.1060813260137237,1364.1873779296875
683,1284,1465.0,1.261987951032758,22.533695992288553,44.0833,-64.7667,LIVERPOOL MILTON,1.2140402770430745,1399.5496826171875
684,1047,673.0,1.3294122999251627,12.058052306278517,47.4333,-79.0167,LATULIPE,1.0224102446752708,763.4378051757812
684,1052,723.0,1.3299647528776817,12.278198359713487,47.3833,-78.7,BELLETERRE,1.0753710528813816,779.7650146484375
684,1138,803.0,1.29909797368146,16.07911852243818,46.35,-73.35,ST CHARLES DE MANDEVILLE,1.0471063999238663,889.42333984375
684,1143,800.0,1.2881409336328433,16.32377712875588,46.2667,-73.0167,LOUISEVILLE,1.0461961757012213,886.8713989257812
684,1150,725.0,1.3081477460879134,16.607760775956216,46.2,-72.6167,NICOLET,0.9157491732193485,918.2168579101562
684,1171,875.0,1.3205045341074801,17.553457118004488,45.9167,-71.3167,DISRAELI,0.9550619026289006,1062.5767822265625
684,1175,856.0,1.293674588091914,17.734174158350864,45.8333,-71.0833,LAMBTON,0.9369665165082904,1059.579345703125
684,1182,776.0,1.3054290288877226,18.025092727207987,45.75,-70.6833,ST LUDGER,0.8654595732472675,1039.9171142578125
685,840,582.0,1.3481612006290875,2.888354841498004,48.7667,-92.6167,MINE CENTRE,1.09435116116964,616.80810546875
685,1154,817.0,1.3365106493736163,16.804800195591653,46.1667,-72.3333,ST WENCESLAS,1.0088627661801504,939.23388671875
686,1043,674.0,1.4114245534198955,11.886957938417009,47.5519,-79.2358,BARRAGE ANGLIERS,1.0399527870221943,751.6749267578125
686,1105,831.0,1.3913321643034506,14.630169131697288,46.85,-75.3333,STE ANNE DU LAC,1.1589565623902411,831.6060791015625
686,1156,807.0,1.3807822076069196,16.887501960563338,46.1833,-72.2,DAVELUYVILLE,0.9830787983150072,952.0702514648438
687,1166,933.0,1.4353865918581943,17.319534723993772,46.1,-71.5833,ST FERDINAND,1.0583999102900248,1022.3877563476562
687,1182,760.0,1.4308961072416535,18.0307608070654,45.8667,-70.6167,ST GEDEON,0.8516457421307718,1034.995361328125
687,1274,1152.0,1.4627898884067245,22.111105239549108,44.4333,-65.2,KEJIMKUJIK PARK,0.9842056370741925,1357.5330810546875
688,1033,565.0,1.464268420428553,11.450362801068342,47.7,-79.85,EARLTON A,0.8889778779076681,737.125244140625
688,1127,721.0,1.5037525622964423,15.608573111621684,46.6833,-73.9167,ST MICHEL DES SAINTS,0.9559649130214914,874.7362060546875
688,1149,857.0,1.4827451771107225,16.55193535398155,46.3833,-72.6167,TROIS RIVIERES AQUEDUC,1.0915661956408012,910.572509765625
688,1152,822.0,1.4738111302348953,16.68777768726543,46.3333,-72.4333,BECANCOUR,1.0317647401440222,924.0062866210938
688,1169,937.0,1.4868129159530434,17.472963414579834,46.1,-71.35,THETFORD MINES,1.05651454458354,1028.603271484375
688,1267,1130.0,1.466460020819903,21.774402785897262,44.5667,-65.6333,BEAR RIVER,0.9864252107397392,1328.6116943359375
689,729,440.0,1.5392709197602061,-2.0011639594789745,49.0,-100.05,PEACE GARDENS,1.1443587765879617,445.9377746582031
689,772,441.0,1.5334417786193237,-0.12021813442824837,49.0333,-97.1833,EMERSON,1.0659487398374718,479.8285217285156
689,789,507.0,1.5350710334875086,0.6520645088268568,49.0309,-96.0058,PINEY,1.1189734604409536,525.4990844726562
689,795,491.0,1.5249729993026886,0.9184478878606154,49.0167,-95.6,SPRAGUE,1.0610433656985447,536.70068359375
689,1140,814.0,1.5150610464679561,16.15629574000493,46.5333,-73.15,ST ALEXIS DES MONTS,1.07387284707473,879.134521484375
689,1175,837.0,1.540749758985941,17.73550833013751,46.0667,-70.9667,ST EPHREM,0.9305918043661867,1043.1578369140625
689,1183,754.0,1.5242966039290742,18.096586920667207,45.9333,-70.4833,ST THEOPHILE,0.8473879256268098,1031.9837646484375
690,763,417.0,1.5526997089048007,-0.5245030077534,49.05,-97.8,PLUM COULEE,1.0323317939443224,468.490234375
690,1032,606.0,1.5708833327294633,11.392187604654579,47.8167,-79.9,ENGLEHART,0.9516065570343325,738.5824584960938
690,1042,689.0,1.5723766422513157,11.8515015407491,47.7167,-79.2333,REMIGNY,1.0617473048941632,752.6305541992188
690,1178,840.0,1.5625112403925865,17.850383272052145,46.05,-70.8,ST BENOIT LABRE,0.9351486190974626,1041.79541015625
691,766,420.0,1.6012747916408643,-0.36024496770735226,49.1,-97.55,ALTONA,1.0354795910537826,470.4262390136719
691,1145,766.0,1.6296019888320357,16.408718896663597,46.5667,-72.75,SHAWINIGAN,0.9904952964859172,896.9332885742188
691,1163,885.0,1.6384874829205949,17.19100096731101,46.3333,-71.6667,LAURIERVILLE,1.0446735069231026,982.531494140625
691,1182,817.0,1.6268592987363577,18.036246116246513,46.05,-70.5167,ST COME DE LINIERE,0.9209343044998287,1028.9095458984375
691,1284,1304.0,1.6142468085780268,22.551400289984592,44.4,-64.55,BRIDGEWATER,1.1262084099947693,1342.896728515625
692,728,391.0,1.6742075566257653,-2.0397530351410067,49.1333,-100.117,TURTLE MOUNTAIN 11,1.0189146060667764,445.0643005371094
692,775,441.0,1.6667011737619908,0.010924091138528871,49.1667,-96.9833,GREEN RIDGE,1.0590033628156625,482.9754333496094
692,1150,862.0,1.664176253985097,16.626426689197242,46.5333,-72.4333,ST NARCISSE,1.0952477801999232,912.806396484375
692,1170,920.0,1.6584646708515252,17.512421946317293,46.25,-71.2167,ST PIERRE DE BROUGHTON,1.0569222845994746,1009.5516967773438
692,1179,799.0,1.6796607608428853,17.883321299254668,46.15,-70.7,ST GEORGES,0.898208711068779,1031.69970703125
692,1246,1169.0,1.6654751578683622,20.850317762178534,45.1,-66.7333,PENNFIELD,1.0074672995730118,1345.7591552734375
692,1267,1021.0,1.6675590575921972,21.780478813251147,44.75,-65.5167,ANNAPOLIS ROYAL,0.9375466280863761,1263.0386962890625
693,735,381.0,1.7128408356907203,-1.7325697800220998,49.1833,-99.65,KILLARNEY,0.9773359710397362,452.1316223144531
693,746,395.0,1.7062631912498636,-1.2453482523306831,49.191,-98.9049,PILOT MOUND (AUT),0.9983486017821284,458.8795166015625
693,758,415.0,1.6882373082187547,-0.7083728658870007,49.1833,-98.0833,MORDEN CDA,1.0297691268062055,467.403564453125
693,1156,856.0,1.6981108675439935,16.892890608074847,46.4833,-72.05,FORTIERVILLE,1.0609774684172144,935.7318115234375
693,1184,869.0,1.7203353439045161,18.101638337129636,46.1167,-70.3833,ST ZACHARIE,0.9819780699735309,1026.3648681640625
694,711,342.0,1.759869947385571,-2.788925790154022,49.1833,-101.26700000000001,PIERSON,0.9338223118491198,424.7619934082031
694,723,358.0,1.7348242848331292,-2.2879781746771433,49.1833,-100.5,DELORAINE,0.9463246927261515,438.7596130371094
694,1147,824.0,1.7561782979519829,16.476526698583584,46.6667,-72.6,HEROUXVILLE,1.0553364375897063,905.56591796875
694,1153,868.0,1.7540822281724946,16.741931706325044,46.5833,-72.2333,STE ANNE DE LA PERADE,1.0891892820010127,924.2727661132812
695,667,318.0,1.7880715264049685,-4.745119589597849,49.0667,-104.25,LAKE ALMA,0.8634015429622431,427.1673889160156
695,704,369.0,1.8115131968695457,-3.102211939356675,49.2167,-101.75,CARNDUFF,1.0043127466171204,426.12908935546875
695,741,410.0,1.7984665030444846,-1.4960940190728969,49.2764,-99.2924,BALDUR,1.0477914924210545,453.8295593261719
695,1163,847.0,1.8025936437057593,17.208994077081204,46.4833,-71.5667,ST FLAVIEN,1.0267344794990416,956.7733154296875
695,1172,922.0,1.7744012915046719,17.594713197903786,46.3333,-71.05,ST SEVERIN,1.0678646738164694,1001.3790283203125
695,1181,856.0,1.788085543520356,17.992307149959434,46.2167,-70.5,ST PROSPER,0.9763693778355498,1016.8184204101562
695,1277,1153.0,1.7750700012855147,22.249610446505937,44.6667,-64.85,SPRINGFIELD,1.0636953495667603,1257.17529296875
696,726,388.0,1.8461722388645943,-2.1634391440554928,49.3,-100.31700000000001,TURTLE MOUNTAIN 6,1.0214642715391822,440.5470886230469
696,738,422.0,1.8251927021610144,-1.5981722174681405,49.3,-99.45,BELMONT,1.086477154805059,450.4801330566406
696,763,411.0,1.835765839865305,-0.49987391944579307,49.3333,-97.7667,MYRTLE 2,1.0234652906954231,465.7496032714844
696,789,488.0,1.856404812559954,0.6289173214250685,49.3525,-96.035,ST LABRE,1.0909354564871923,518.8054809570312
696,1173,860.0,1.8477648175200458,17.65478065992973,46.3833,-70.9333,VALLEE JONCTION,0.9999483666752421,997.4810791015625
696,1253,1037.0,1.8528378278950468,21.18059270462604,45.15,-66.2,COLESON COVE,0.9125737514527813,1317.936767578125
696,1270,998.0,1.822164944070745,21.93380032526245,44.8333,-65.2333,PARADISE,0.9363290182717332,1236.1917724609375
697,636,286.0,1.8709560722784313,-6.143356834257447,49.0,-106.383,WEST POPLAR RIVER,0.782237579091067,424.0442199707031
697,683,406.0,1.8964407490243869,-4.067646765230604,49.2333,-103.23299999999999,MACOUN,1.1126160770244917,423.2183532714844
697,686,335.0,1.8662740844535828,-3.895667948011195,49.2167,-102.96700000000001,ESTEVAN A,0.9155523428692294,424.3707275390625
697,756,408.0,1.8736035509347078,-0.8361114976839145,49.3667,-98.2833,MIAMI ORCHARD,1.020006144641361,463.9179382324219
697,763,415.0,1.9025703794522904,-0.510023459423396,49.4,-97.7833,MYRTLE,1.0351017402579505,464.99560546875
697,1029,585.0,1.8818189500908733,11.254690971329046,48.15,-80.0,KIRKLAND LAKE,0.9149831453131028,741.5263061523438
697,1157,925.0,1.9009426839342536,16.922755381469877,46.6667,-71.9167,DESCHAMBAULT,1.1187892075185306,958.90869140625
697,1178,837.0,1.8799679473293647,17.85055640566512,46.35,-70.65,ST ODILON,0.9712115824097157,999.5289916992188
698,649,315.0,1.9217580791277464,-5.565919320395133,49.1167,-105.51700000000001,CORONACH,0.8664479250035778,421.6497802734375
698,699,330.0,1.926503996986339,-3.3349910421112514,49.3167,-102.117,OXBOW,0.8926163755708125,428.77838134765625
698,709,367.0,1.922444692586223,-2.8981641958836386,49.3395,-101.448,FERTILE,1.001780589448293,424.8907165527344
698,755,410.0,1.9072627801976794,-0.8573059072180337,49.4,-98.3167,DEERWOOD,1.029634348975714,461.8326416015625
698,758,424.0,1.9388365983686902,-0.7482821736307885,49.4333,-98.15,CARMAN,1.060141329624855,463.85888671875
698,767,428.0,1.9342778952823623,-0.3144828960889275,49.4333,-97.4833,MORRIS 2,1.0618906468721754,467.46356201171875
698,1154,883.0,1.912824438817077,16.798519081378075,46.7167,-72.0833,ST ALBAN,1.072060213388621,955.2681884765625
698,1170,855.0,1.924782851224904,17.51916677348729,46.5,-71.0833,SCOTT,1.0193059296058566,972.8488159179688
698,1270,948.0,1.9173520216787827,21.94487127536682,44.9167,-65.1667,CLARENCE,0.8846463013612899,1242.8607177734375
699,745,411.0,1.9670199217075781,-1.3116963458875754,49.45,-99.0167,ST ALPHONSE,1.0552002931964661,451.74224853515625
699,751,409.0,1.960938280906419,-1.0515704177843288,49.45,-98.6167,SOMERSET,1.0371477881256137,457.36871337890625
699,756,423.0,1.956539149126066,-0.8130760493526549,49.45,-98.25,MIAMI THIESSEN,1.0639732906557526,461.09820556640625
699,902,590.0,1.9644369395837542,5.64879348201322,49.15,-88.35,CAMERON FALLS,1.1050620193216465,619.2259521484375
699,1148,868.0,1.9884978888085978,16.545808996887292,46.8667,-72.4,LAC AUX SABLES,1.1001054234691399,915.1013793945312
699,1159,871.0,1.9561924155206774,17.03709197049481,46.6833,-71.7333,DONNACONA 2,1.0412595626064114,970.1590576171875
699,1180,869.0,1.9845023376234565,17.948131049345225,46.4167,-70.4667,STE GERMAINE,1.0071620903754106,1000.70068359375
699,1298,1250.0,1.9569807986708783,23.16812369013147,44.4667,-63.5667,SANDY COVE NRC,1.018130556289931,1423.935546875
700,627,258.0,2.0216220501998268,-6.54810949225824,49.0992,-107.024,MANKOTA,0.7183421912277193,416.5547790527344
700,757,410.0,2.005691037621066,-0.7581452594963263,49.5,-98.1667,GRAYSVILLE,1.032919648037347,460.3637390136719
700,764,405.0,2.002048699505531,-0.45488477164365315,49.5,-97.7,SPERLING,1.0150530697681757,462.7538757324219
700,778,444.0,2.0335274203908495,0.15150827139782444,49.5333,-96.7667,STEINBACH,1.0571519509173537,487.1125793457031
700,1009,555.0,2.0164603918766244,10.364249727743847,48.4667,-81.2667,PORCUPINE ONT HYDRO,0.8987340551022133,716.2185668945312
700,1174,815.0,2.031512617921482,17.67659981234482,46.55,-70.8167,ST MALACHIE,0.9700550644275042,974.4173583984375
701,606,278.0,2.0454001350395923,-7.444549262222911,49.0,-108.383,TREELON,0.784867346145596,410.8017883300781
701,680,307.0,2.071426503963494,-4.162678078084585,49.4,-103.4,MIDALE,0.84232936590579,422.707763671875
701,694,345.0,2.043293727474249,-3.577144714425751,49.4167,-102.5,WILLMAR,0.927986201061607,431.1827392578125
701,744,408.0,2.0681265362032217,-1.352320706706114,49.55,-99.0833,CYPRESS RIVER,1.0555510627722544,448.29583740234375
701,1156,942.0,2.0434183347994725,16.875816064205196,46.8167,-71.9167,STE CHRISTINE,1.1144152892905468,980.3646240234375
701,1168,931.0,2.0641528045347988,17.411163562539105,46.6667,-71.1667,BEAUSEJOUR,1.1348332021248548,951.48388671875
701,1273,893.0,2.0477520185861904,22.08183244528817,44.9833,-64.9167,GREENWOOD A,0.8429278457577323,1228.6971435546875
701,1291,1225.0,2.074260409036978,22.85644042732311,44.7,-63.9,ST MARGARET'S BAY,1.0368372455575425,1370.2799072265625
702,747,407.0,2.1207669085623686,-1.2157798494189513,49.6061,-98.875,HOLLAND,1.0488655022428166,450.04754638671875
702,774,389.0,2.100010431946923,-0.032427771579614885,49.6,-97.05,NIVERVILLE,0.9515452346228739,474.1371154785156
702,1007,572.0,2.1028662985791216,10.272256140147682,48.5697,-81.3767,TIMMINS VICTOR POWER A,0.9279491167883384,714.9170532226562
702,1139,730.0,2.100160056740986,16.12801895862977,47.1,-72.9333,GRANDE ANSE,0.9606037304736393,881.3783569335938
702,1183,857.0,2.1043623241683953,18.088712820603085,46.4833,-70.2167,ST CAMILLE,0.988346983719914,1005.6692504882812
702,1256,1114.0,2.0923818993230565,21.32172942210499,45.3181,-65.8856,SAINT JOHN A,0.9715204366014822,1329.89404296875
702,1296,1312.0,2.1196558101930303,23.082772328459058,44.65,-63.5833,HALIFAX CITADEL,1.0537569363188592,1444.033203125
703,754,420.0,2.1577861119665984,-0.8854560278998784,49.65,-98.3667,ST CLAUDE,1.072831205869881,454.04791259765625
703,773,438.0,2.1500567721457498,-0.07561120873004527,49.65,-97.1167,GLENLEA,1.0760814561222858,472.076904296875
703,801,488.0,2.137454399850029,1.1685590870668008,49.6239,-95.1972,INDIAN BAY,1.059054342575945,534.4232788085938
703,1062,641.0,2.1295758090215102,12.715646487269279,48.0564,-77.7867,VAL-D'OR A,0.9402336869873174,790.6895751953125
703,1160,995.0,2.139578302013488,17.060287126239714,46.85,-71.6167,STE CATHERINE,1.1904465901196482,969.386474609375
703,1164,891.0,2.142892402870948,17.22771444423007,46.8,-71.3833,QUEBEC/JEAN LESAGE INTL A,1.0769496754055516,959.546630859375
703,1172,846.0,2.1501189541189794,17.6115595829187,46.6833,-70.85,HONFLEUR,1.0307059306204214,951.9614868164062
703,1285,1170.0,2.151992370775316,22.57683916346601,44.8833,-64.2167,AVON,1.061643170396281,1278.17724609375
703,1291,1256.0,2.154404320358035,22.8729134731765,44.7667,-63.8333,POCKWOCK LAKE,1.0766985497393085,1352.9423828125
703,1297,1233.5,2.14892450784469,23.128137524052722,44.6583,-63.50835,SHEARWATER A,0.9909375745133107,1443.698974609375
704,752,387.0,2.193307932473674,-1.0035328195752622,49.6833,-98.55,RATHWELL,0.9950143770940539,451.09228515625
704,823,547.0,2.194926487102732,2.1266742815778903,49.65,-93.7167,RAWSON LAKE,1.1109595423729903,571.04833984375
704,940,564.0,2.176509441463203,7.304164919647432,49.15,-85.8,MANITOUWADGE,1.014035329218498,645.0744018554688
704,1277,967.0,2.1832299349175868,22.229032603976535,45.05,-64.65,WATERVILLE CAMBRIDGE,0.9128122651960772,1228.6517333984375
705,596,289.0,2.2477172015257336,-7.88928622531456,49.1333,-109.1,CLAYDON,0.8147049269749366,411.4161071777344
705,604,283.0,2.2609165501685404,-7.534424637373432,49.2,-108.56700000000001,FRONTIER,0.7865732339110338,417.2833557128906
705,607,251.0,2.243268375775242,-7.4154056648468964,49.2,-108.383,CLIMAX,0.6993095388218097,416.28240966796875
705,668,321.0,2.2214896769773036,-4.726108525710718,49.5,-104.28299999999999,RADVILLE,0.8692860320134586,428.2783508300781
705,694,316.0,2.2608675276761248,-3.5831531887448116,49.6333,-102.53299999999999,ARCOLA CDA EPF,0.8449408019415909,433.7550964355469
705,697,334.0,2.2489046645255795,-3.411153802440533,49.6333,-102.26700000000001,CARLYLE,0.8909152137083627,434.8043518066406
705,760,398.0,2.2210032055556854,-0.6578392620641069,49.7167,-98.0167,ELM CREEK,1.0090910992103899,457.4424743652344
705,765,434.0,2.2348827690002557,-0.3989007755658725,49.7333,-97.6167,STARBUCK,1.0915626634871287,461.1315612792969
705,1156,1113.0,2.21948402727274,16.877744951521635,46.9833,-71.8333,RIVIERE VERTE OUEST,1.304819591465377,989.3010864257812
705,1165,999.0,2.231592225551093,17.2820151698798,46.8667,-71.2667,CHARLESBOURG PARC ORLEAN,1.2136953059118147,954.6399536132812
705,1168,903.0,2.220882571941183,17.406153681880436,46.8167,-71.1,LAUZON,1.103074732163212,949.43798828125
